"순번","ID","도시계획코드","분류명","조서ID","고시ID","라벨명","고시일자","X좌표","Y좌표"
"111519","생활서비스시설_공원_0108","ZON216","생활서비스시설_공원"," "," ","어린이공원(의주로)"," ","",""
"111520","생활서비스시설_공원_0109","ZON216","생활서비스시설_공원"," "," ","어린이공원(무교)"," ","",""
"111521","생활서비스시설_공원_0110","ZON216","생활서비스시설_공원"," "," ","어린이공원(마루어린이공원)"," ","",""
"111522","생활서비스시설_공원_0112","ZON216","생활서비스시설_공원"," "," ","어린이공원(묵정)"," ","",""
"111523","생활서비스시설_공원_0113","ZON216","생활서비스시설_공원"," "," ","마을마당(떡복이골목)"," ","",""
"111524","생활서비스시설_공원_0115","ZON216","생활서비스시설_공원"," "," ","소공원(1동1마을공원)"," ","",""
"111525","생활서비스시설_공원_0116","ZON216","생활서비스시설_공원"," "," ","어린이공원(약수)"," ","",""
"111526","생활서비스시설_공원_0118","ZON216","생활서비스시설_공원"," "," ","어린이공원(충현)"," ","",""
"111527","생활서비스시설_공원_0120","ZON216","생활서비스시설_공원"," "," ","어린이공원(다산)"," ","",""
"111528","생활서비스시설_공원_0122","ZON216","생활서비스시설_공원"," "," ","어린이공원(순화)"," ","",""
"111529","생활서비스시설_공원_0124","ZON216","생활서비스시설_공원"," "," ","마을마당(필동)"," ","",""
"111530","생활서비스시설_공원_0125","ZON216","생활서비스시설_공원"," "," ","마을마당(신당1동)"," ","",""
"111531","생활서비스시설_공원_0127","ZON216","생활서비스시설_공원"," "," ","근린공원(무교)"," ","",""
"111532","생활서비스시설_공원_0128","ZON216","생활서비스시설_공원"," "," ","어린이공원(늘푸른어린이공원)"," ","",""
"111533","생활서비스시설_공원_0130","ZON216","생활서비스시설_공원"," "," ","어린이공원(진달래)"," ","",""
"111534","생활서비스시설_공원_0133","ZON216","생활서비스시설_공원"," "," ","근린공원(정동)"," ","",""
"111535","생활서비스시설_공원_0135","ZON216","생활서비스시설_공원"," "," ","마을마당(남학동)"," ","",""
"111536","생활서비스시설_공원_0137","ZON216","생활서비스시설_공원"," "," ","어린이공원(한남)"," ","",""
"111537","생활서비스시설_공원_0139","ZON216","생활서비스시설_공원"," "," ","어린이공원(청파(1동1마을))"," ","",""
"111538","생활서비스시설_공원_0141","ZON216","생활서비스시설_공원"," "," ","기타공원(이태원마을숲)"," ","",""
"111539","생활서비스시설_공원_0143","ZON216","생활서비스시설_공원"," "," ","마을마당(보광)"," ","",""
"111540","생활서비스시설_공원_0144","ZON216","생활서비스시설_공원"," "," ","어린이공원(성남)"," ","",""
"111541","생활서비스시설_공원_0145","ZON216","생활서비스시설_공원"," "," ","어린이놀이터((가칭)신창)"," ","",""
"111542","생활서비스시설_공원_0147","ZON216","생활서비스시설_공원"," "," ","어린이공원(효창)"," ","",""
"111543","생활서비스시설_공원_0149","ZON216","생활서비스시설_공원"," "," ","어린이공원(이촌)"," ","",""
"111544","생활서비스시설_공원_0150","ZON216","생활서비스시설_공원"," "," ","어린이공원(꿈나무)"," ","",""
"111545","생활서비스시설_공원_0152","ZON216","생활서비스시설_공원"," "," ","어린이공원(동자)"," ","",""
"111546","생활서비스시설_공원_0153","ZON216","생활서비스시설_공원"," "," ","어린이공원(보광)"," ","",""
