위도,경도,주차장유형,주차구획수,주차장구분,주차장명
37.59835362,127.1148164,노외,121,공영,"망우역사 1,2,3"
37.59144962,127.078206,노외,129,공영,동부시장
37.61700015,127.0931176,노외,100,공영,봉화산역
37.5948241,127.075729,노외,217,공영,"중랑역 제1, 2"
37.45458796,126.9090376,노외,51,공영,삼성 공영주차장
37.45934816,126.9093508,노외,124,공영,시흥4동 공영주차장(신흥초교지하)
37.46074109,126.9109725,노외,69,공영,시흥4동 효봉 주차장
37.44292641,126.9057099,노외,44,공영,시흥3동 공영주차장
37.4506859,126.8967063,노외,82,공영,시흥1동 공영주차장
37.4778527,126.9027669,노외,22,공영,독본 구룡 공영주차장
37.4763283,126.9018966,노외,46,공영,독산본동 다목적
37.4694056,126.9045064,노외,63,공영,독산4동 공영주차장
37.4794373,126.9063493,노외,50,공영,독산3동 공영주차장
37.4638287,126.9000339,노외,66,공영,독산2동 공영주차장
37.46494122,126.8948157,노외,66,공영,독산1동 공영주차장
37.48571424,126.8796914,노외,160,공영,가산디지털서측
37.4794157,126.8846349,노상,37,공영,SJ테크노빌(삼보)
37.48294979,126.8825735,노상,41,공영,가산디지털역 환승
37.48330365,126.8760816,노외,55,공영,견인보관소
37.47438522,126.888308,노상,32,공영,LG전자 앞
37.47253319,126.8904216,노상,27,공영,모아래
37.47115076,126.8919782,노상,27,공영,사조냉장 옆(노상)
37.46772828,126.8900322,노상,37,공영,범일운수 뒤
37.469155,126.8948279,노상,19,공영,가산중학교 앞
37.4637960278,126.8992958988,노외,103,공영,독산2동마을공원공영주차장
37.4766319,126.8955792,노외,130,공영,가산동 공영주차장
37.622054,127.031151,노외,76,공영,오패산주차장
37.627919,127.016971,노외,20,공영,은혜(무인)주차장
37.62400684,127.019536,노외,103,공영,냉천길주차장
37.64160556,127.014951,노외,120,공영,가오리주차장
37.62577969,127.0140476,노외,43,공영,삼양시장길주차장
37.630619,127.017431,노외,91,공영,수유일공원주차장
37.62471383,127.015402,노외,47,공영,청암주차장
37.62289902,127.018223,노외,95,공영,삼양마을공원주차장
37.628521,127.022331,노외,155,공영,미아동주차장
37.63213018,127.0237135,노외,19,공영,수유쌈지주차장
37.62510041,127.0334082,노외,187,공영,번동햇살주차장
37.63074936,127.0221772,노외,116,공영,수유마을시장주차장
37.6184131,127.0364771,노외,45,공영,어울림소공원주차장
37.61873574,127.0297173,노상,82,공영,교육청길주차장
37.64361484,127.025127,노상,60,공영,가오천주차장
37.635193,127.019186,노상,50,공영,나눔터길주차장
37.62359859,127.0248846,노상,41,공영,큰마을길주차장
37.4900080278,127.1237651644,노상,52,공영,로데오길
37.507892,127.137927,노상,47,공영,위례성길(방이습지)
37.510249,127.078263,노상,52,공영,봉상시길
37.516555,127.103568,노상,85,공영,교통공원길
37.5721961,126.8029701,노외,322,공영,개화산역
37.4942782,127.1562452,노외,116,공영,마천동2
37.4952716,127.1555532,노외,217,공영,마천동1
37.505766,127.107851,노상,40,공영,석촌역
37.4954345851,127.1173449168,노상,33,공영,비석거리
37.489185,127.124121,노상,72,공영,문정골길
37.5059306,127.1097053,노외,324,공영,송파근린공원주차장
37.485972,127.1238958,노외,290,공영,문정근린공원
37.492249,127.150388,노외,131,공영,거여동공영
37.5361143,127.1159756,노외,81,공영,풍납2공영
37.53523908,127.1201531,노외,56,공영,풍납1공영
37.50702281,127.113321,노외,85,공영,송파동
37.5002483,127.0958777,노외,198,공영,삼전동
37.500247,127.154843,노외,140,공영,천마
37.496088,127.1497803,노외,47,공영,마천동3
37.5121041629,127.1077049278,노외,20,공영,송파나루공원 동호주차장
37.5103180005,127.1010922708,노외,18,공영,서호2
37.506607,127.0989034,노외,15,공영,서호1
37.50214179,127.102815,노외,63,공영,석촌고분 주차장
37.50757311,127.1181634,노외,61,공영,방이고분 주차장
37.5137525,127.1044541,노외,355,공영,잠실역환승
37.47105537,127.1267698,노외,367,공영,복정역 환승
37.5223926,127.102983,노외,222,공영,신천유수지 주차장
37.5206867318,127.1038110894,노외,30,공영,잠실나루역 환승주차장 (노상)
37.53725998,127.1210796,노외,15,공영,풍납시장
37.49398264,127.1378406,노외,101,공영,장지동 문정동(체비지)
37.49464763,127.1196041,노외,84,공영,가락동2(체비지)
37.49425914,127.118803,노외,48,공영,가락동1(체비지)
37.51534252,127.069268,노외,859,공영,탄천
37.52510722,127.1095240026,노외,234,공영,풍납유수지
37.51068203,127.0759347,노외,115,공영,아시아공원
37.5090627339,127.097867814,노외,17,공영,서울놀이마당
37.57978654,127.0349611,노외,137,공영,정릉천복개주차장
37.552752,127.137985,노외,114,공영,암사1동공영주차장
37.531212,127.129905,노외,174,공영,안말공영주차장
37.55567021,127.1569356,노외,27,공영,온조대왕옆공영주차장
37.53912813,127.133257,노외,189,공영,천호3동공영주차장
37.540301,127.123006,노외,13,공영,천호2동공영주차장
37.54498842,127.1362643,노외,190,공영,천호1동공영주차장
37.544765,127.121876,노외,172,공영,천호유수지공영주차장
37.541035,127.128835,노외,342,공영,해공공영주차장
37.56005012,126.9582929,노외,50,공영,북아현동 제2공영
37.55829247,126.960347,노외,15,공영,북아현가구단지 공영
37.55963212,126.9518349,노외,100,공영,북성초등학교 공영
37.580808,126.908329,노외,9,공영,북가좌2동 제2공영
37.578673,126.913443,노외,22,공영,북가좌2동 제1공영
37.562169,126.9684152,노외,27,공영,미근동 공영
37.583036,126.923098,노외,95,공영,남가좌2동 제2공영
37.57701887,126.9217979,노외,71,공영,남가좌2동 제1공영
37.569735,126.916373,노외,32,공영,남가좌1동 제2공영
37.588295,126.947704,노외,17,공영,홍제2동 제1공영
37.584928,126.936114,노외,30,공영,홍제1동 제1공영
37.586759,126.9342219,노외,54,공영,홍은2동 제3공영
37.58757262,126.9319203,노외,24,공영,홍은2동 제2공영
37.578957,126.925681,노외,29,공영,홍은2동 제1공영
37.60152713,126.9491809,노외,98,공영,홍은1동 제4공영
37.605768,126.949863,노외,8,공영,홍은1동 제3공영
37.598662,126.949577,노외,72,공영,홍은1동 제1공영
37.58211871,126.9306604,노외,89,공영,홍연초등학교 공영
37.562837,126.9567878,노외,38,공영,충현동 제2공영
37.565118,126.964418,노외,63,공영,충현동 제1공영
37.587733,126.930636,노외,9,공영,정원단지 회차 주차시설
37.590854,126.942279,노상,64,공영,유진상가/인왕시장 앞 공영
37.567117,126.929661,노상,54,공영,연희맛로 공영
37.574957,126.927991,노외,43,공영,연희동 제6공영
37.56752792,126.9344644,노외,35,공영,연희동 제3공영
37.57237112,126.9276771,노외,39,공영,연희동 제2공영
37.57672649,126.934308,노외,24,공영,연희동 제1공영
37.559263,126.943231,노외,30,공영,신촌역동측광장 공영
37.55912779,126.9343532,노외,33,공영,신촌동 제1공영
37.592975,126.950711,노외,27,공영,홍제3동 제2공영
37.595031,126.948166,노외,24,공영,홍제3동 제1공영
37.567267,126.8020324,노외,483,공영,개화역
37.542834,127.132024,노외,26,공영,고분다리전통시장공영주차장
37.551013,127.1429069,노외,243,공영,명일동공영주차장
37.56598207,127.1722779,노외,85,공영,강일동공영주차장
37.5650504,127.1739063,노상,48,공영,강일동노상주차장
37.5529667,127.153075,노상,45,공영,주양쇼핑옆노상주차장
37.540005,127.122904,노상,7,공영,천호2동제2노상주차장
37.5569505,126.9836223,노상,14,공영,남산소파길
37.5560863,126.9759831,노상,21,공영,남산공원 소파로
37.554868,126.9754554,노상,12,공영,남산공원 소월로
37.4630825,126.9037457,노외,128,공영,남부여성발전센터
37.5606779,126.9746267,노상,9,공영,남대문 화물
37.559163,126.9733458,노상,3,공영,남대문 초입
37.5593208,126.9735723,노상,3,공영,남대문 시장
37.5635355,126.9733142,노상,7,공영,나눔카전용대기소
37.6379708,126.9170962,노외,399,공영,구파발역
37.4846396,126.9015714,노외,31,공영,구로디지털단지역(상)
37.4851307,126.8993401,노외,93,공영,구로디지털단지역
37.5684501,126.9845248,노상,7,공영,관철동
37.5603002,126.808447,노외,11,공영,공항동(송정역)
37.540558,127.1340837,노외,185,공영,천호3동제2공영주차장
37.551799,127.154714,노상,44,공영,주양쇼핑앞노상주차장
37.56991861,127.0846836,노외,162,공영,중곡3동 마을공원 공영주차장
37.53915358,127.0913608,노외,159,공영,구의3동 공영주차장
37.53826965,127.0878657,노외,172,공영,구의1동 공영주차장
37.54769328,127.0732156,노외,33,공영,광진광장 공영
37.55404255,127.0802429,노외,77,공영,능동 공영주차장
37.53864952,127.0681734,노외,83,공영,자양4동 공영
37.52953686,127.0782846,노외,281,공영,자양유수지
37.54529787,127.0711809,노외,44,공영,화양동 공영
37.4949236,126.8916583,노상,35,공영,대림역2
37.4929011,126.8931368,노상,18,공영,대림역
37.4931909,126.8917472,노외,93,공영,대림노외
37.5262101,126.8972277,노외,237,공영,당산노외
37.5325555,126.8985102,노상,23,공영,당산고가밑
37.6708303,127.0787869,노상,23,공영,당고개위
37.5600181,126.9909401,노외,17,공영,남산한옥마을
37.5550948,126.979693,노상,13,공영,남산파출소
37.556595,126.9817857,노상,22,공영,남산케이블카
37.5598091,126.9865162,노외,40,공영,남산예장
37.54707799,127.090118,노외,81,공영,구의2동 복합청사 공영주차장
37.5529341,127.0928443,노외,90,공영,구의2동 주택가공동 주차장
37.689668,127.0426121,노외,358,공영,도봉산역
37.6876023,127.0384379,노외,185,공영,도봉산
37.6167114,127.0260072,노상,16,공영,도봉로 15길
37.580491,126.8987778,노외,111,공영,수색동 공영주차장
37.5535674,127.1536941,노외,11,공영,명일동
37.580822,127.0776946,노외,567,공영,면목유수지
37.5596535,126.9042762,노외,20,공영,망원동
37.5391093,126.9409201,노외,505,공영,마포유수지
37.5691724,127.0325569,노외,10,공영,마장동
37.5645784,126.9980709,노상,14,공영,마른내로
37.5644447,126.9922988,노상,34,공영,마른내길
37.5270998,127.0261572,노상,18,공영,동호대교(남)
37.5059209,126.9780845,노상,50,공영,동작대교(위)
37.5059209,126.9780845,노외,88,공영,동작대교
37.5723313,126.994398,노상,5,공영,동순라길(종묘)
37.5773633,127.0423606,노상,25,공영,동부청과
37.5669417,127.0098287,노외,1092,공영,동대문
37.5672159,126.981303,노외,13,공영,동국제강
37.5651937,126.9904222,노상,47,공영,돈화문로
37.4668088,126.8871881,노상,22,공영,독산동 금천교
37.59229405,126.9073823,노외,110,공영,서신초교지하공영주차장
37.6263729,126.9273036,노외,33,공영,불광2동복합청사지하공영주차장
37.64099394,126.9422225,노외,163,공영,은평한문화공영주차장
37.60514883,126.923067,노외,143,공영,은평평화공원지하공영주차장
37.5934718,126.9153827,노외,160,공영,응암3동 공영주차장
37.59759722,126.9041364,노외,106,공영,봉산도시자연공원지하공영주차장
37.62353926,126.9242879,노외,137,공영,연신중학교지하공영주차장
37.61452363,126.908474,노외,77,공영,구산동마을공원지하공영주차장
37.586576,126.9210145,노외,80,공영,매바위공영주차장
37.62364876,126.923909,노외,152,공영,연광초교지하공영주차장
37.5559103,126.9817973,노상,3,공영,소파로케이블카앞
37.5733652,126.9736652,노외,1260,공영,세종로
37.5929305,126.9971267,노상,26,공영,성북초교
37.5171019,127.1028009,노상,28,공영,성내역(잠실나루역)
37.6154405,127.0601497,노외,76,공영,석계역
37.5696864,126.9793009,노외,44,공영,서린노외
37.5371794,126.966715,노상,16,공영,삼각지고가밑
37.4754044,126.9815541,노외,184,공영,사당노외
37.6163884,127.0897504,노외,88,공영,봉화산역(남)
37.4878392,126.9288007,노상,62,공영,봉천복개3
37.4701887,127.1263393,노외,363,공영,복정역
37.4903768,126.9211905,노외,65,공영,보라매상업
37.5653018,126.9958132,노상,21,공영,배오개길
37.5797572,126.8127804,노외,18,공영,방화우체국
37.5775313,126.8099617,노외,68,공영,방화역(서)
37.5772544,126.8111004,노외,67,공영,방화역(동)
37.5543098,126.8142394,노상,59,공영,방화로
37.5622132,126.9661279,노외,27,공영,미근동
37.5133616,126.895222,노상,11,공영,문래1동
37.5367495,126.878436,노외,56,공영,목동체비지
37.533398,126.8743925,노외,48,공영,목동노외
37.5724784,127.0220394,노외,79,공영,신설동
37.5745447,126.8231232,노외,199,공영,신방화역
37.5709645,126.9709258,노외,17,공영,신문로
37.4875146,126.9108027,노외,60,공영,신대방역
37.4879747,127.0977265,노외,649,공영,수서역
37.6789819,127.0536936,노외,157,공영,수락산역
37.4912871,127.0861116,노외,23,공영,일원동
37.5664163,126.9919961,노상,95,공영,을지로
37.6347781,127.0569293,노외,30,공영,월계역
37.5199657,126.9307747,노상,13,공영,원효대교 남단
37.5237545,126.8492188,노외,79,공영,웃우물
37.534324,126.9632095,노외,561,공영,용산주차빌딩
37.5339619,127.1016861,노상,19,공영,올림픽대교(북)
37.492709,126.8192741,노상,38,공영,온수역(북)
37.4918429,126.8219599,노상,44,공영,온수역(남)
37.5421477,127.0149958,노상,40,공영,옥수역
37.5632834,126.8508669,노외,79,공영,영보빌딩
37.517662,126.9085997,노상,10,공영,영등포로터리
37.5242838,126.8932749,노외,137,공영,영등포구청역
37.4949108,127.0681488,노상,39,공영,영동6교밑
37.5194349,126.9003849,노외,570,공영,영남
37.528538,126.9280652,노상,104,공영,여의서로
37.5397399,126.8880648,노상,6,공영,양평동(동)
37.5235306,127.0261368,노상,19,공영,압구정고가2
37.5235306,127.0261368,노상,19,공영,압구정고가1
37.5217903,127.1010378,노외,221,공영,신천유수지
37.5698144,127.0035149,노상,83,공영,청계5
37.5687922,126.9949447,노상,74,공영,청계3
37.5685262,126.9898441,노상,58,공영,청계2
37.5690466,126.9854801,노상,26,공영,청계1
37.538466,127.1229054,노외,1432,공영,천호역
37.4872365,126.8369623,노외,328,공영,천왕역
37.6522146,127.0436644,노외,107,공영,창동역(서)
37.6015575,126.9183491,노상,14,공영,진흥로
37.5838124,126.9088061,노상,7,공영,증가로
37.5615607,126.9687968,노상,4,공영,중앙일보사
37.5992474,127.0288379,노외,21,공영,종암1동
37.571464,126.9927501,노외,1317,공영,종묘
37.4989044,126.8906892,노상,16,공영,제방도로
37.5279369,126.8431981,노상,85,공영,제물포로
37.5744524,126.9719681,노외,30,공영,적선동 노외
37.5476229,127.0003276,노상,5,공영,장충단로(한남광장)
37.5782299,127.0683977,노외,80,공영,장안2동
37.5694344,127.0648088,노외,74,공영,장안1동
37.5130647,127.1013063,노외,357,공영,잠실역
37.4828145,127.0771713,노외,11,공영,일원터널
37.4846477,127.0818673,노외,67,공영,일원역
37.5673025,127.0015119,노외,873,공영,훈련원공원
37.6199388,127.0850085,노외,328,공영,화랑대역
37.5442002,126.9821939,노외,24,공영,해방촌노외
37.5042678,126.9188851,노상,20,공영,해군본부앞
37.5401391,127.0012104,노외,176,공영,한강진역
37.5129955,126.9549163,노상,25,공영,한강대교(남)
37.4970108,127.0701731,노외,180,공영,학여울역
37.5713014,126.9856307,노상,2,공영,탑골공원
37.5685779,126.9695164,노상,19,공영,청계8가
37.5713749,127.0229447,노상,103,공영,청계8
37.5699701,127.0141458,노상,39,공영,청계7
37.5697689,127.0058237,노상,7,공영,청계6(신평화시장앞)
37.5697689,127.0058237,노상,39,공영,청계6
37.569554,127.0056601,노상,20,공영,청계5가
37.5086351,127.0683804,노외,137,공영,탄천주차장
37.560599,126.847619,노상,61,공영,등촌3동 꿈나무길
37.561217,126.844636,노상,49,공영,등촌3동 구암길
37.550966,126.849532,노상,30,공영,화곡6동 신학대길
37.554165,126.8524896,노상,49,공영,화곡6동 방죽길
37.529024,126.849947,노상,308,공영,"화곡2,4,8동 배다리동길"
37.528779,126.847886,노상,255,공영,화곡1동 배다리서길
37.532988,126.837414,노상,29,공영,화곡1동 달구지길
37.5545411,126.8258394,부설,36,공영,마곡안전체험관
37.5421344,126.8510719,부설,56,공영,봉제산근린공원
37.538511,126.84884,노외,59,공영,화곡8-1
37.5314204,126.839874,노외,99,공영,화곡1-1
37.539744,126.849772,노외,98,공영,화곡본-1
37.549799,126.861316,노외,110,공영,등촌2-1
37.536016,126.839155,노외,86,공영,화곡7-1
37.543454,126.842258,노외,13,공영,화곡5-3
37.544352,126.840763,노외,27,공영,화곡5-2
37.5438705,126.839922,노외,26,공영,화곡5-1
37.541769,126.834727,노외,99,공영,화곡3-1
37.536046,126.852432,노외,58,공영,화곡2-1
37.5443203,126.848448,노외,100,공영,화곡본-2
37.572662,126.835236,노외,202,공영,서울식물원 제2주차장
37.537235,126.837039,노외,512,공영,가로공원로지하
37.52906,126.848898,부설,248,공영,곰달래문화복지센터
37.541816,126.844323,노외,219,공영,볏골공원
37.553032,126.848514,노외,293,공영,화곡6-1
37.534301,126.861044,부설,202,공영,화곡4-1
37.5338224,126.8410246,노외,9,공영,화곡1-2
37.551884,126.855038,부설,32,공영,등서초
37.537679,126.850354,노외,109,공영,화곡8-2
37.4737607,127.1118862,노외,109,공영,밤고개로21길
