h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,terrain_zone,avg_slope,tall_bldg_count,total_bldg_count,urgency_level,composite_level
8930e1c0eabffff,37.60669527022001,127.11351241045804,11260655,망우본동,중랑구,0.08424091955794652,0.3007074324659644,0.17082752472115367,1.0,1.0,0.9647058823529412,1.0,0.9515909769144268,0.9180054130233294,Green,3.408220052719116,0,36,높음,최적
8930e1d857bffff,37.56631920080782,126.94488885185771,11410585,신촌동,서대문구,0.34909614095675534,0.5407847863417814,0.4257715991107658,1.0,0.5333333333333334,0.8666666666666667,0.5,0.8046083009317291,0.1859539184375552,Yellow,13.75648307800293,6,142,매우 높음,낮음
8930e1c888bffff,37.47537211164661,127.11293227380379,11680700,세곡동,강남구,0.029264981931599536,0.34024352279736264,0.15365639827790478,0.0,1.0,1.0,1.0,0.994227692122548,0.0,Green,0.40639728307724,0,0,높음,부적합
8930e1d826bffff,37.52507128854469,126.94413584891906,11560540,여의동,영등포구,0.8524466627438526,0.9114962131050943,0.8760664828883493,1.0,1.0,1.0,1.0,0.9948295259829781,0.9948295259829781,Green,0.36402538418769836,0,0,매우 높음,최적
8930e1c857bffff,37.481261040212445,127.0662258809874,11680670,개포2동,강남구,0.12040257638125432,0.23069044941078645,0.16451772559306715,0.0,1.0,0.9647058823529412,1.0,0.9837871753407504,0.0,Green,1.1414581537246704,0,36,높음,부적합
8930e0aed9bffff,37.57257531687547,126.82508424704396,<NA>,가양1동,강서구,0.0,0.0,0.0,1.0,0.8444444444444444,0.9568627450980393,1.0,0.9880473919673979,0.7983595135792343,Green,0.8415191173553467,2,46,매우 낮음,높음
8930e0aec13ffff,37.56147879626728,126.81113968940734,11500620,공항동,강서구,0.07362297345726093,0.27933301953787626,0.15590699188950707,1.0,0.8444444444444444,0.6362745098039215,1.0,0.9897219730480971,0.5317761067388271,Green,0.7236208319664001,2,373,높음,보통
8930e1c057bffff,37.61971533188646,127.07782143103329,11350595,공릉1동,노원구,0.10298782157807816,0.29388740250355794,0.17934765394827007,1.0,0.7666666666666667,0.7529411764705882,0.5,0.8816968111645462,0.25448190314396313,Yellow,8.329093933105469,3,255,높음,낮음
8930e1c826bffff,37.43998040676373,127.06539651605708,11650660,내곡동,서초구,0.004823133511433942,0.1704673321524602,0.07108081296784445,0.0,1.0,1.0,1.0,0.9863083710023008,0.0,Green,0.9639542698860168,0,0,낮음,부적합
8930e0ae903ffff,37.55528530347291,126.84982907507761,11500591,화곡6동,강서구,0.06547894492676391,0.1537636954917789,0.10079284515276991,1.0,0.6888888888888889,0.8745098039215686,0.5,0.890221230215515,0.2681524777551135,Yellow,7.728935241699219,4,132,보통,낮음
8930e1c026bffff,37.57840994176585,127.0769829169556,11260550,면목5동,중랑구,0.014324492717806636,0.06339212897291077,0.03395154721984829,1.0,0.7666666666666667,0.9450980392156862,1.0,0.9768711374025307,0.7078165640029057,Green,1.6283793449401855,3,59,매우 낮음,높음
8930e1db567ffff,37.56536199941077,126.8950869381639,11440730,성산2동,마포구,0.06321372313667262,0.2630083698463209,0.14313158182053193,1.0,1.0,0.9843137254901961,0.5,0.9285347763906098,0.45698476249812364,Yellow,5.0314836502075195,0,16,높음,보통
8930e0ae88fffff,37.5521990684328,126.82868162515756,11500611,발산1동,강서구,0.09871396093073011,0.23839740957003897,0.15458734038645366,1.0,0.6888888888888889,0.8794117647058823,1.0,0.9808421212515006,0.5942108249594875,Green,1.3488036394119263,4,127,높음,보통
