admi_cty_no,hour,total_del_amt,total_del_cnt,hour_ratio
11010700,3,56903894.47059095,4094.6751540311293,0.20431899807706502
11010700,4,39573132.12971696,3221.2141073214543,0.14209120101074713
11010700,5,107641821.39976168,7798.522121047529,0.3864984866889249
11010700,6,47748277.29257738,1796.727691467801,0.17144485921552022
11010710,1,159170013.73942623,2819.066830501002,0.06485165866698706
11010710,2,89178939.78000438,7680.512358373595,0.036334746897518776
11010710,3,659418060.9552823,47058.97444506886,0.2686709261577814
11010710,4,420776086.4400865,30323.3703281745,0.17143949725176102
11010710,5,791274389.9409826,43908.444655302694,0.32239399521814727
11010710,6,334553253.25676954,12122.79180110776,0.1363091758078044
11010720,1,24156519.40855415,301.2414116745169,0.012571930844634436
11010720,2,59186372.67704778,3342.946551091049,0.03080273990039784
11010720,3,592590109.2740848,32520.853122010114,0.3084054348645116
11010720,4,349800896.89807755,18972.188178826447,0.18204910280396006
11010720,5,667460950.2244345,24258.100758645007,0.34737094222043075
11010720,6,228269698.7765778,3422.9781151858037,0.11879984936606545
11010730,1,1233251640.438619,40159.32005682839,0.09258134868349505
11010730,2,263367506.67158458,24376.027054320315,0.019771243895035595
11010730,3,2385819351.3513203,139861.38715728163,0.17910567966869065
11010730,4,1475752523.519989,103740.66743544,0.11078611572084261
11010730,5,4672929611.549249,216037.74391667606,0.3508011759760579
11010730,6,3289614676.2852316,108686.88902416988,0.2469544360558781
11020520,1,226794038.8657748,3743.2618702195678,0.013211906698052313
11020520,2,1185459751.3640194,203011.10105951116,0.0690590621677988
11020520,3,6363158959.479866,327467.1831683517,0.370686385312266
11020520,4,1646292487.2836401,104195.87837598479,0.09590491376437273
11020520,5,4755618397.653596,155020.17839318654,0.2770389683766158
11020520,6,2988558932.417293,45133.91490862362,0.1740987636808944
11020540,1,197747321.90888295,3989.3734551764796,0.017267050122143707
11020540,2,553169661.8920683,50455.8492521819,0.04830208665147321
11020540,3,5060153088.349519,251243.76836818623,0.4418462720952102
11020540,4,997917883.6319497,64594.253834468735,0.08713694804117807
11020540,5,3113977106.905814,89355.32880446727,0.27190860672654904
11020540,6,1529328207.4451926,25046.25675869933,0.13353903636344575
11020550,1,801347778.7168441,10989.65779160844,0.025029917817958117
11020550,2,1480187070.0762014,160356.21775600794,0.046233310559038523
11020550,3,11514080362.445417,543490.9806442901,0.35963971308792797
11020550,4,2922116133.8440742,110039.96499469691,0.09127164088700966
11020550,5,9251914286.198261,244094.93965395988,0.28898146396954316
11020550,6,6045952044.469627,82301.52592342286,0.18884395367852252
11020570,1,251650696.31198382,4041.813139285147,0.030227428458227477
11020570,2,155970832.2183595,22591.728162980162,0.018734687571083625
11020570,3,3152897553.901658,141137.9274582569,0.37871536476310685
11020570,4,621485803.7860093,33334.94794664971,0.07465076769927059
11020570,5,2754807715.603927,73996.43806907095,0.3308981630488155
11020570,6,1388430700.29191,22395.91069972729,0.16677358845949594
11020580,1,115368088.7356345,1656.8468148965,0.056158273217016136
11020580,2,30497304.802698743,1918.9095357264457,0.014845318096732662
11020580,3,622780650.8937913,25547.826919631443,0.3031538992321188
11020580,4,200615904.84131885,8526.396563541819,0.09765475808110372
11020580,5,668298750.7311162,17888.30716961225,0.3253109611631825
11020580,6,416777550.2085472,6323.2126237974235,0.2028767902098463
11020590,1,534735596.85420716,11200.272800671784,0.05782375852763622
11020590,2,414511147.528517,56350.14371821737,0.0448232596496419
11020590,3,1836861562.3955212,110188.05610921718,0.19862945361689463
11020590,4,1016234535.3913708,69094.34261937079,0.1098907585872509
11020590,5,3226649655.10918,112871.21195269334,0.34891451328081896
11020590,6,2218687184.3980055,44954.812845005545,0.23991825633775737
11020600,1,639868283.1790016,10906.873072284343,0.051607799644508894
11020600,2,152605002.82922095,18121.552198604997,0.012308171256172368
11020600,3,2420719125.5312963,112716.12688206251,0.19524016256186527
11020600,4,640429246.6475506,24217.938652686073,0.05165304347211187
11020600,5,4366364351.787565,86115.14299444371,0.3521638164693041
11020600,6,4178687980.906975,70767.96521048683,0.3370270065960375
11020650,1,473495263.7258276,10093.881453190115,0.12076888347187677
11020650,2,65725734.48955659,5086.985100641169,0.01676389222399692
11020650,3,508195264.9017533,21710.382455132603,0.12961940578864473
11020650,4,281989448.3389201,11954.186039484704,0.07192374124033765
11020650,5,1415296914.9453332,37865.12556489231,0.36098318461346063
11020650,6,1175970067.7043684,25983.82851388725,0.29994089266168333
11020670,1,245058270.09119716,5200.567361582036,0.07359411084584926
11020670,2,126547553.61875635,10007.909359553805,0.038003837555957466
11020670,3,703143212.4844496,46564.01581123978,0.21116283690744111
11020670,4,512122736.5397067,36671.850448937774,0.1537969619452426
11020670,5,1156978566.3415422,64625.601721366926,0.34745535756016016
11020670,6,586012163.1631205,24002.410960028756,0.17598689518534952
11020680,1,40690519.32476369,702.5911601747185,0.01641226641345109
11020680,2,44702489.283403724,3613.8054905909016,0.01803046939774896
11020680,3,740478592.9854912,41270.025296466556,0.2986674081138893
11020680,4,167412064.83568317,5851.909362245908,0.06752460903680384
11020680,5,766930354.8835443,17972.98361637518,0.30933656079564964
11020680,6,719060827.126982,9651.558562500912,0.29002868624245715
11020690,1,850185316.8639952,28565.901283837928,0.12531820315540956
11020690,2,343190544.2235234,17536.43341073515,0.0505866444514227
11020690,3,1247245793.802723,62153.300401769324,0.1838453319201507
11020690,4,907342446.3660017,42719.287376951244,0.13374322370638003
11020690,5,2130472351.384235,86889.75160249822,0.31403384844678844
11020690,6,1305776019.7460253,39439.45212573644,0.19247274831984862
11020700,1,123418222.84605084,1294.806261239262,0.05046703451862862
11020700,2,122771497.15554744,7081.661945539289,0.05020258145007786
11020700,3,717338485.3213301,41729.79337843788,0.2933273974088076
11020700,4,293396077.68883985,15265.236828961057,0.11997280173789762
11020700,5,835841996.5654912,29942.270977592987,0.3417847536616014
11020700,6,352755317.30781525,4791.090463139253,0.14424543122298694
11020710,1,176797768.37650883,3094.0477483301815,0.08706501618751598
11020710,2,81980984.43165772,7042.90996343819,0.04037197868589816
11020710,3,354790106.13811994,23268.09940765867,0.17471830452239046
11020710,4,194380882.0720819,14690.862258224812,0.09572391551972842
11020710,5,683977300.7581542,37265.61619291254,0.33682831694788895
11020710,6,538713692.2208302,16503.12150103211,0.2652924681365781
11020720,1,70721585.1852422,1085.9308848417954,0.13164030093979054
11020720,2,7017578.932648658,623.4726314287088,0.013062436314781248
11020720,3,62288994.048768684,4388.292994656766,0.11594397807033048
11020720,4,39853416.70047906,2718.290094024728,0.0741826664969143
11020720,5,186648141.4763165,6816.595666468491,0.34742458684201166
11020720,6,170703825.97113404,3237.1226025874926,0.31774603133617185
11020730,1,122458085.52201116,2141.0150754627516,0.1189106235574781
11020730,2,25076813.71447159,2539.8698553595154,0.024350368886720472
11020730,3,178355601.0791178,12268.983325421856,0.17318885599819886
