h3_index,상권업종대분류명,store_count
8930e1c8d73ffff,교육,49
8930e1c8d73ffff,보건의료,24
8930e1c8d73ffff,부동산,72
8930e1c8d73ffff,소매,138
8930e1c8d73ffff,수리·개인,61
8930e1c8d73ffff,숙박,4
8930e1c8d73ffff,시설관리·임대,87
8930e1c8d73ffff,예술·스포츠,21
8930e1c8d73ffff,음식,217
8930e1c8d77ffff,과학·기술,30
8930e1c8d77ffff,교육,10
8930e1c8d77ffff,보건의료,1
8930e1c8d77ffff,부동산,10
8930e1c8d77ffff,소매,48
8930e1c8d77ffff,수리·개인,36
8930e1c8d77ffff,숙박,5
8930e1c8d77ffff,시설관리·임대,3
8930e1c8d77ffff,예술·스포츠,18
8930e1c8d77ffff,음식,66
8930e1c8d7bffff,과학·기술,648
8930e1c8d7bffff,교육,44
8930e1c8d7bffff,보건의료,16
8930e1c8d7bffff,부동산,49
8930e1c8d7bffff,소매,73
8930e1c8d7bffff,수리·개인,54
8930e1c8d7bffff,시설관리·임대,40
8930e1c8d7bffff,예술·스포츠,13
8930e1c8d7bffff,음식,193
8930e1c8d83ffff,교육,4
8930e1c8d83ffff,소매,4
8930e1c8d83ffff,음식,1
8930e1c8d87ffff,과학·기술,30
8930e1c8d87ffff,교육,11
8930e1c8d87ffff,보건의료,2
8930e1c8d87ffff,부동산,7
8930e1c8d87ffff,소매,21
8930e1c8d87ffff,수리·개인,10
8930e1c8d87ffff,시설관리·임대,6
8930e1c8d87ffff,예술·스포츠,2
8930e1c8d87ffff,음식,17
8930e1c8d8fffff,과학·기술,7
8930e1c8d8fffff,교육,9
8930e1c8d8fffff,보건의료,11
8930e1c8d8fffff,부동산,13
8930e1c8d8fffff,소매,24
8930e1c8d8fffff,수리·개인,11
8930e1c8d8fffff,시설관리·임대,1
8930e1c8d8fffff,예술·스포츠,16
8930e1c8d8fffff,음식,37
8930e1c8d93ffff,과학·기술,6
8930e1c8d93ffff,교육,15
8930e1c8d93ffff,보건의료,4
8930e1c8d93ffff,부동산,5
8930e1c8d93ffff,소매,20
8930e1c8d93ffff,수리·개인,8
8930e1c8d93ffff,시설관리·임대,7
8930e1c8d93ffff,예술·스포츠,1
8930e1c8d93ffff,음식,40
8930e1c8d97ffff,과학·기술,11
8930e1c8d97ffff,교육,7
8930e1c8d97ffff,부동산,2
8930e1c8d97ffff,소매,11
8930e1c8d97ffff,수리·개인,4
8930e1c8d97ffff,시설관리·임대,4
8930e1c8d97ffff,음식,16
8930e1c8da3ffff,과학·기술,18
8930e1c8da3ffff,교육,6
8930e1c8da3ffff,부동산,5
8930e1c8da3ffff,소매,16
8930e1c8da3ffff,수리·개인,17
8930e1c8da3ffff,시설관리·임대,2
8930e1c8da3ffff,예술·스포츠,3
8930e1c8da3ffff,음식,39
8930e1c8da7ffff,과학·기술,122
8930e1c8da7ffff,교육,19
8930e1c8da7ffff,보건의료,2
8930e1c8da7ffff,부동산,7
8930e1c8da7ffff,소매,35
8930e1c8da7ffff,수리·개인,20
8930e1c8da7ffff,숙박,3
8930e1c8da7ffff,시설관리·임대,35
8930e1c8da7ffff,예술·스포츠,3
8930e1c8da7ffff,음식,32
8930e1c8dabffff,과학·기술,54
8930e1c8dabffff,교육,12
8930e1c8dabffff,보건의료,10
8930e1c8dabffff,부동산,6
8930e1c8dabffff,소매,29
8930e1c8dabffff,수리·개인,12
8930e1c8dabffff,숙박,2
8930e1c8dabffff,시설관리·임대,5
8930e1c8dabffff,예술·스포츠,16
8930e1c8dabffff,음식,48
8930e1c8dafffff,과학·기술,21
8930e1c8dafffff,교육,11
8930e1c8dafffff,보건의료,2
8930e1c8dafffff,부동산,5
8930e1c8dafffff,소매,21
8930e1c8dafffff,수리·개인,16
8930e1c8dafffff,시설관리·임대,8
8930e1c8dafffff,예술·스포츠,2
8930e1c8dafffff,음식,28
8930e1c8db3ffff,과학·기술,5
8930e1c8db3ffff,교육,11
8930e1c8db3ffff,보건의료,2
8930e1c8db3ffff,부동산,2
8930e1c8db3ffff,소매,7
8930e1c8db3ffff,수리·개인,3
8930e1c8db3ffff,음식,4
8930e1c8db7ffff,과학·기술,10
8930e1c8db7ffff,교육,8
8930e1c8db7ffff,부동산,8
8930e1c8db7ffff,소매,17
8930e1c8db7ffff,수리·개인,12
8930e1c8db7ffff,숙박,1
8930e1c8db7ffff,시설관리·임대,4
8930e1c8db7ffff,예술·스포츠,10
8930e1c8db7ffff,음식,32
8930e1c8dbbffff,과학·기술,40
8930e1c8dbbffff,교육,9
8930e1c8dbbffff,보건의료,8
8930e1c8dbbffff,부동산,7
8930e1c8dbbffff,소매,47
8930e1c8dbbffff,수리·개인,22
8930e1c8dbbffff,숙박,17
8930e1c8dbbffff,시설관리·임대,8
8930e1c8dbbffff,예술·스포츠,42
8930e1c8dbbffff,음식,112
8930e1c8dc7ffff,과학·기술,4
8930e1c8dc7ffff,교육,1
8930e1c8dc7ffff,소매,3
8930e1c8dc7ffff,시설관리·임대,1
8930e1c8dc7ffff,음식,1
8930e1c8dcbffff,과학·기술,3
8930e1c8dcbffff,교육,22
8930e1c8dcbffff,보건의료,2
8930e1c8dcbffff,부동산,14
8930e1c8dcbffff,소매,23
8930e1c8dcbffff,수리·개인,21
8930e1c8dcbffff,시설관리·임대,2
8930e1c8dcbffff,예술·스포츠,3
8930e1c8dcbffff,음식,15
8930e1c8e07ffff,과학·기술,11
8930e1c8e07ffff,교육,23
8930e1c8e07ffff,보건의료,10
8930e1c8e07ffff,부동산,7
8930e1c8e07ffff,소매,20
8930e1c8e07ffff,수리·개인,10
8930e1c8e07ffff,시설관리·임대,2
8930e1c8e07ffff,예술·스포츠,6
8930e1c8e07ffff,음식,34
8930e1c8e0fffff,부동산,1
8930e1c8e0fffff,수리·개인,1
8930e1c8e0fffff,음식,1
8930e1c8e13ffff,과학·기술,3
8930e1c8e13ffff,교육,2
8930e1c8e13ffff,부동산,1
8930e1c8e13ffff,소매,2
8930e1c8e13ffff,수리·개인,2
8930e1c8e13ffff,음식,3
8930e1c8e17ffff,과학·기술,12
8930e1c8e17ffff,교육,9
8930e1c8e17ffff,보건의료,3
8930e1c8e17ffff,부동산,2
8930e1c8e17ffff,소매,19
8930e1c8e17ffff,수리·개인,6
8930e1c8e17ffff,시설관리·임대,7
8930e1c8e17ffff,예술·스포츠,3
8930e1c8e17ffff,음식,20
8930e1c8e23ffff,과학·기술,3
8930e1c8e23ffff,교육,3
8930e1c8e23ffff,보건의료,2
8930e1c8e23ffff,부동산,1
8930e1c8e23ffff,소매,8
8930e1c8e23ffff,수리·개인,3
8930e1c8e23ffff,예술·스포츠,2
8930e1c8e23ffff,음식,13
8930e1c8e27ffff,과학·기술,4
8930e1c8e27ffff,부동산,2
8930e1c8e27ffff,소매,5
8930e1c8e27ffff,수리·개인,2
8930e1c8e27ffff,시설관리·임대,1
8930e1c8e27ffff,음식,2
8930e1c8e2bffff,과학·기술,1
8930e1c8e2bffff,부동산,2
8930e1c8e2bffff,소매,5
8930e1c8e2bffff,음식,7
8930e1c8e33ffff,부동산,1
8930e1c8e33ffff,음식,1
8930e1c8e3bffff,과학·기술,4
8930e1c8e3bffff,교육,16
8930e1c8e3bffff,보건의료,5
8930e1c8e3bffff,부동산,1
8930e1c8e3bffff,소매,12
8930e1c8e3bffff,수리·개인,8
8930e1c8e3bffff,시설관리·임대,1
8930e1c8e3bffff,예술·스포츠,1
8930e1c8e3bffff,음식,2
8930e1c8e53ffff,과학·기술,3
8930e1c8e53ffff,소매,2
8930e1c8e53ffff,시설관리·임대,1
8930e1c8e73ffff,교육,2
8930e1c8e73ffff,부동산,2
8930e1c8e73ffff,소매,1
8930e1c8e73ffff,수리·개인,1
8930e1c8e73ffff,음식,2
8930e1c8e77ffff,보건의료,1
8930e1c8e77ffff,음식,3
8930e1c8e83ffff,교육,13
8930e1c8e83ffff,소매,3
8930e1c8e83ffff,수리·개인,2
8930e1c8e83ffff,예술·스포츠,1
8930e1c8e83ffff,음식,2
8930e1c8e87ffff,과학·기술,2
8930e1c8e87ffff,교육,32
8930e1c8e87ffff,보건의료,5
8930e1c8e87ffff,부동산,6
8930e1c8e87ffff,소매,13
8930e1c8e87ffff,수리·개인,6
8930e1c8e87ffff,예술·스포츠,5
8930e1c8e87ffff,음식,11
8930e1c8e8bffff,과학·기술,2
8930e1c8e8bffff,교육,2
8930e1c8e8bffff,부동산,3
8930e1c8e8bffff,소매,1
8930e1c8e8bffff,수리·개인,1
8930e1c8e8fffff,과학·기술,4
8930e1c8e8fffff,교육,3
8930e1c8e8fffff,보건의료,1
8930e1c8e8fffff,소매,1
8930e1c8e8fffff,시설관리·임대,4
8930e1c8e97ffff,음식,2
8930e1c8e9bffff,부동산,1
8930e1c8e9bffff,소매,3
8930e1c8e9bffff,수리·개인,2
8930e1c8ea3ffff,과학·기술,1
8930e1c8ea3ffff,소매,1
8930e1c8ea7ffff,과학·기술,2
8930e1c8ea7ffff,교육,2
8930e1c8ea7ffff,부동산,2
8930e1c8ea7ffff,소매,8
8930e1c8ea7ffff,숙박,1
8930e1c8ea7ffff,음식,3
8930e1c8eabffff,과학·기술,2
8930e1c8eabffff,교육,1
8930e1c8eabffff,부동산,4
8930e1c8eabffff,소매,1
8930e1c8eabffff,수리·개인,1
8930e1c8eabffff,음식,1
8930e1c8eafffff,과학·기술,4
8930e1c8eafffff,교육,3
8930e1c8eafffff,소매,5
8930e1c8eafffff,수리·개인,1
8930e1c8eafffff,음식,1
8930e1c8eb3ffff,과학·기술,5
8930e1c8eb3ffff,부동산,1
8930e1c8eb3ffff,소매,4
8930e1c8eb3ffff,수리·개인,4
8930e1c8eb3ffff,시설관리·임대,3
8930e1c8eb3ffff,음식,2
8930e1c8eb7ffff,과학·기술,122
8930e1c8eb7ffff,교육,5
8930e1c8eb7ffff,보건의료,3
8930e1c8eb7ffff,부동산,8
8930e1c8eb7ffff,소매,20
8930e1c8eb7ffff,수리·개인,3
8930e1c8eb7ffff,시설관리·임대,7
8930e1c8eb7ffff,음식,26
8930e1c8ebbffff,교육,1
8930e1c8ebbffff,수리·개인,1
8930e1c8ebbffff,시설관리·임대,1
8930e1c8ecbffff,소매,2
8930e1c8ed3ffff,소매,1
8930e1c9127ffff,과학·기술,1
8930e1c9127ffff,소매,1
8930e1c9127ffff,음식,1
8930e1c9137ffff,시설관리·임대,1
8930e1c91a3ffff,소매,1
8930e1c91a7ffff,소매,2
8930e1c95a3ffff,소매,1
8930e1c95a3ffff,숙박,1
8930e1c9cc3ffff,과학·기술,1
8930e1c9cc3ffff,교육,1
8930e1c9cc3ffff,시설관리·임대,1
8930e1c9ccbffff,과학·기술,2
8930e1c9ccbffff,시설관리·임대,1
8930e1c9cdbffff,과학·기술,1
8930e1c9cdbffff,소매,3
8930e1c9cdbffff,시설관리·임대,1
8930e1ca003ffff,과학·기술,124
8930e1ca003ffff,교육,17
8930e1ca003ffff,보건의료,5
8930e1ca003ffff,부동산,16
8930e1ca003ffff,소매,53
8930e1ca003ffff,수리·개인,8
8930e1ca003ffff,숙박,1
8930e1ca003ffff,시설관리·임대,32
8930e1ca003ffff,예술·스포츠,6
8930e1ca003ffff,음식,30
8930e1ca007ffff,과학·기술,196
8930e1ca007ffff,교육,26
8930e1ca007ffff,보건의료,20
8930e1ca007ffff,부동산,27
8930e1ca007ffff,소매,72
8930e1ca007ffff,수리·개인,29
8930e1ca007ffff,시설관리·임대,44
8930e1ca007ffff,예술·스포츠,9
8930e1ca007ffff,음식,54
8930e1ca00bffff,과학·기술,26
8930e1ca00bffff,교육,3
8930e1ca00bffff,부동산,2
8930e1ca00bffff,소매,20
8930e1ca00bffff,수리·개인,13
8930e1ca00bffff,숙박,2
8930e1ca00bffff,시설관리·임대,2
8930e1ca00bffff,예술·스포츠,1
8930e1ca00bffff,음식,11
8930e1ca00fffff,과학·기술,88
8930e1ca00fffff,교육,9
8930e1ca00fffff,보건의료,4
8930e1ca00fffff,부동산,23
8930e1ca00fffff,소매,32
8930e1ca00fffff,수리·개인,10
8930e1ca00fffff,숙박,4
8930e1ca00fffff,시설관리·임대,13
8930e1ca00fffff,예술·스포츠,4
8930e1ca00fffff,음식,31
8930e1ca013ffff,과학·기술,56
8930e1ca013ffff,교육,5
8930e1ca013ffff,보건의료,1
8930e1ca013ffff,부동산,2
8930e1ca013ffff,소매,12
8930e1ca013ffff,수리·개인,5
8930e1ca013ffff,시설관리·임대,7
8930e1ca013ffff,예술·스포츠,3
8930e1ca013ffff,음식,11
8930e1ca017ffff,과학·기술,97
8930e1ca017ffff,교육,19
8930e1ca017ffff,보건의료,7
8930e1ca017ffff,부동산,16
8930e1ca017ffff,소매,37
8930e1ca017ffff,수리·개인,10
8930e1ca017ffff,숙박,1
8930e1ca017ffff,시설관리·임대,6
8930e1ca017ffff,예술·스포츠,4
8930e1ca017ffff,음식,35
8930e1ca01bffff,과학·기술,73
8930e1ca01bffff,교육,13
8930e1ca01bffff,보건의료,1
8930e1ca01bffff,부동산,14
8930e1ca01bffff,소매,32
8930e1ca01bffff,수리·개인,21
8930e1ca01bffff,숙박,2
8930e1ca01bffff,시설관리·임대,10
8930e1ca01bffff,예술·스포츠,4
8930e1ca01bffff,음식,45
8930e1ca023ffff,과학·기술,31
8930e1ca023ffff,교육,2
8930e1ca023ffff,부동산,4
8930e1ca023ffff,소매,12
8930e1ca023ffff,수리·개인,6
8930e1ca023ffff,시설관리·임대,4
8930e1ca023ffff,예술·스포츠,5
8930e1ca023ffff,음식,12
8930e1ca027ffff,과학·기술,94
8930e1ca027ffff,교육,11
8930e1ca027ffff,보건의료,1
8930e1ca027ffff,부동산,5
8930e1ca027ffff,소매,22
8930e1ca027ffff,수리·개인,14
8930e1ca027ffff,시설관리·임대,11
8930e1ca027ffff,예술·스포츠,7
8930e1ca027ffff,음식,28
8930e1ca02bffff,과학·기술,47
8930e1ca02bffff,교육,9
8930e1ca02bffff,보건의료,2
8930e1ca02bffff,부동산,14
8930e1ca02bffff,소매,26
8930e1ca02bffff,수리·개인,15
8930e1ca02bffff,숙박,1
8930e1ca02bffff,시설관리·임대,7
8930e1ca02bffff,예술·스포츠,3
8930e1ca02bffff,음식,60
8930e1ca02fffff,과학·기술,18
8930e1ca02fffff,교육,20
8930e1ca02fffff,부동산,3
8930e1ca02fffff,소매,13
8930e1ca02fffff,수리·개인,16
8930e1ca02fffff,숙박,6
8930e1ca02fffff,시설관리·임대,1
8930e1ca02fffff,예술·스포츠,3
8930e1ca02fffff,음식,9
8930e1ca033ffff,과학·기술,141
8930e1ca033ffff,교육,9
8930e1ca033ffff,보건의료,14
8930e1ca033ffff,부동산,11
8930e1ca033ffff,소매,42
8930e1ca033ffff,수리·개인,10
8930e1ca033ffff,숙박,1
8930e1ca033ffff,시설관리·임대,19
8930e1ca033ffff,예술·스포츠,5
8930e1ca033ffff,음식,39
8930e1ca037ffff,과학·기술,163
8930e1ca037ffff,교육,17
8930e1ca037ffff,보건의료,6
8930e1ca037ffff,부동산,14
8930e1ca037ffff,소매,33
8930e1ca037ffff,수리·개인,27
8930e1ca037ffff,숙박,2
8930e1ca037ffff,시설관리·임대,29
8930e1ca037ffff,예술·스포츠,6
8930e1ca037ffff,음식,66
8930e1ca03bffff,과학·기술,94
8930e1ca03bffff,교육,12
8930e1ca03bffff,보건의료,5
8930e1ca03bffff,부동산,8
8930e1ca03bffff,소매,33
8930e1ca03bffff,수리·개인,18
8930e1ca03bffff,숙박,1
8930e1ca03bffff,시설관리·임대,12
8930e1ca03bffff,예술·스포츠,3
8930e1ca03bffff,음식,41
8930e1ca043ffff,과학·기술,159
8930e1ca043ffff,교육,33
8930e1ca043ffff,보건의료,32
8930e1ca043ffff,부동산,23
8930e1ca043ffff,소매,76
8930e1ca043ffff,수리·개인,91
8930e1ca043ffff,숙박,9
8930e1ca043ffff,시설관리·임대,24
8930e1ca043ffff,예술·스포츠,18
8930e1ca043ffff,음식,108
8930e1ca047ffff,과학·기술,158
8930e1ca047ffff,교육,20
8930e1ca047ffff,보건의료,1
8930e1ca047ffff,부동산,23
8930e1ca047ffff,소매,39
8930e1ca047ffff,수리·개인,44
8930e1ca047ffff,숙박,9
8930e1ca047ffff,시설관리·임대,26
8930e1ca047ffff,예술·스포츠,8
8930e1ca047ffff,음식,33
8930e1ca04bffff,과학·기술,85
8930e1ca04bffff,교육,13
8930e1ca04bffff,보건의료,59
8930e1ca04bffff,부동산,10
8930e1ca04bffff,소매,50
8930e1ca04bffff,수리·개인,42
8930e1ca04bffff,숙박,4
8930e1ca04bffff,시설관리·임대,8
8930e1ca04bffff,예술·스포츠,24
8930e1ca04bffff,음식,164
8930e1ca04fffff,과학·기술,123
8930e1ca04fffff,교육,13
8930e1ca04fffff,보건의료,1
8930e1ca04fffff,부동산,20
8930e1ca04fffff,소매,41
8930e1ca04fffff,수리·개인,8
8930e1ca04fffff,숙박,4
8930e1ca04fffff,시설관리·임대,38
8930e1ca04fffff,예술·스포츠,1
8930e1ca04fffff,음식,19
8930e1ca053ffff,과학·기술,77
8930e1ca053ffff,교육,17
8930e1ca053ffff,보건의료,36
8930e1ca053ffff,부동산,37
8930e1ca053ffff,소매,80
8930e1ca053ffff,수리·개인,19
8930e1ca053ffff,숙박,4
8930e1ca053ffff,시설관리·임대,28
8930e1ca053ffff,예술·스포츠,22
8930e1ca053ffff,음식,221
8930e1ca057ffff,과학·기술,42
8930e1ca057ffff,교육,12
8930e1ca057ffff,보건의료,11
8930e1ca057ffff,부동산,9
8930e1ca057ffff,소매,98
8930e1ca057ffff,수리·개인,51
8930e1ca057ffff,숙박,4
8930e1ca057ffff,시설관리·임대,13
8930e1ca057ffff,예술·스포츠,6
8930e1ca057ffff,음식,72
8930e1ca05bffff,과학·기술,96
8930e1ca05bffff,교육,22
8930e1ca05bffff,보건의료,84
8930e1ca05bffff,부동산,18
8930e1ca05bffff,소매,59
8930e1ca05bffff,수리·개인,19
8930e1ca05bffff,숙박,4
8930e1ca05bffff,시설관리·임대,20
8930e1ca05bffff,예술·스포츠,12
8930e1ca05bffff,음식,86
8930e1ca063ffff,과학·기술,105
8930e1ca063ffff,교육,18
8930e1ca063ffff,보건의료,38
8930e1ca063ffff,부동산,21
8930e1ca063ffff,소매,49
8930e1ca063ffff,수리·개인,18
8930e1ca063ffff,시설관리·임대,14
8930e1ca063ffff,예술·스포츠,11
8930e1ca063ffff,음식,56
8930e1ca067ffff,과학·기술,105
8930e1ca067ffff,교육,10
8930e1ca067ffff,보건의료,13
8930e1ca067ffff,부동산,13
8930e1ca067ffff,소매,41
8930e1ca067ffff,수리·개인,20
8930e1ca067ffff,숙박,1
8930e1ca067ffff,시설관리·임대,21
8930e1ca067ffff,예술·스포츠,5
8930e1ca067ffff,음식,75
8930e1ca06bffff,과학·기술,59
8930e1ca06bffff,교육,16
8930e1ca06bffff,보건의료,4
8930e1ca06bffff,부동산,14
8930e1ca06bffff,소매,21
8930e1ca06bffff,수리·개인,7
8930e1ca06bffff,숙박,3
8930e1ca06bffff,시설관리·임대,12
8930e1ca06bffff,예술·스포츠,2
8930e1ca06bffff,음식,35
8930e1ca06fffff,과학·기술,51
8930e1ca06fffff,교육,6
8930e1ca06fffff,보건의료,3
8930e1ca06fffff,부동산,6
8930e1ca06fffff,소매,28
8930e1ca06fffff,수리·개인,14
8930e1ca06fffff,숙박,5
8930e1ca06fffff,시설관리·임대,11
8930e1ca06fffff,예술·스포츠,2
8930e1ca06fffff,음식,32
8930e1ca073ffff,과학·기술,54
8930e1ca073ffff,교육,3
8930e1ca073ffff,보건의료,6
8930e1ca073ffff,부동산,29
8930e1ca073ffff,소매,27
8930e1ca073ffff,수리·개인,25
8930e1ca073ffff,숙박,3
8930e1ca073ffff,시설관리·임대,8
8930e1ca073ffff,예술·스포츠,5
8930e1ca073ffff,음식,64
8930e1ca077ffff,과학·기술,83
8930e1ca077ffff,교육,16
8930e1ca077ffff,보건의료,4
8930e1ca077ffff,부동산,15
8930e1ca077ffff,소매,42
8930e1ca077ffff,수리·개인,25
8930e1ca077ffff,숙박,1
8930e1ca077ffff,시설관리·임대,21
8930e1ca077ffff,예술·스포츠,12
8930e1ca077ffff,음식,96
8930e1ca07bffff,과학·기술,56
8930e1ca07bffff,교육,10
8930e1ca07bffff,보건의료,3
8930e1ca07bffff,부동산,8
8930e1ca07bffff,소매,24
8930e1ca07bffff,수리·개인,12
8930e1ca07bffff,숙박,5
8930e1ca07bffff,시설관리·임대,3
8930e1ca07bffff,예술·스포츠,1
8930e1ca07bffff,음식,15
8930e1ca083ffff,과학·기술,219
8930e1ca083ffff,교육,31
8930e1ca083ffff,보건의료,9
8930e1ca083ffff,부동산,24
8930e1ca083ffff,소매,83
8930e1ca083ffff,수리·개인,37
8930e1ca083ffff,숙박,2
8930e1ca083ffff,시설관리·임대,37
8930e1ca083ffff,예술·스포츠,4
8930e1ca083ffff,음식,121
8930e1ca087ffff,과학·기술,129
8930e1ca087ffff,교육,30
8930e1ca087ffff,보건의료,27
8930e1ca087ffff,부동산,8
8930e1ca087ffff,소매,51
8930e1ca087ffff,수리·개인,19
8930e1ca087ffff,숙박,2
8930e1ca087ffff,시설관리·임대,12
8930e1ca087ffff,예술·스포츠,8
8930e1ca087ffff,음식,51
8930e1ca08bffff,과학·기술,74
8930e1ca08bffff,교육,10
8930e1ca08bffff,보건의료,10
8930e1ca08bffff,소매,20
8930e1ca08bffff,수리·개인,11
8930e1ca08bffff,숙박,2
8930e1ca08bffff,시설관리·임대,11
8930e1ca08bffff,예술·스포츠,2
8930e1ca08bffff,음식,25
8930e1ca08fffff,과학·기술,108
8930e1ca08fffff,교육,9
8930e1ca08fffff,보건의료,1
8930e1ca08fffff,부동산,4
8930e1ca08fffff,소매,38
8930e1ca08fffff,수리·개인,7
8930e1ca08fffff,숙박,2
8930e1ca08fffff,시설관리·임대,17
8930e1ca08fffff,예술·스포츠,1
8930e1ca08fffff,음식,36
8930e1ca093ffff,과학·기술,106
8930e1ca093ffff,교육,16
8930e1ca093ffff,보건의료,7
8930e1ca093ffff,부동산,3
8930e1ca093ffff,소매,118
8930e1ca093ffff,수리·개인,41
8930e1ca093ffff,숙박,1
8930e1ca093ffff,시설관리·임대,10
8930e1ca093ffff,예술·스포츠,3
8930e1ca093ffff,음식,88
8930e1ca097ffff,과학·기술,94
8930e1ca097ffff,교육,30
8930e1ca097ffff,보건의료,2
8930e1ca097ffff,부동산,10
8930e1ca097ffff,소매,65
8930e1ca097ffff,수리·개인,43
8930e1ca097ffff,숙박,2
8930e1ca097ffff,시설관리·임대,9
8930e1ca097ffff,예술·스포츠,5
8930e1ca097ffff,음식,45
8930e1ca09bffff,과학·기술,91
8930e1ca09bffff,교육,28
8930e1ca09bffff,보건의료,63
8930e1ca09bffff,부동산,10
8930e1ca09bffff,소매,69
8930e1ca09bffff,수리·개인,52
8930e1ca09bffff,숙박,7
8930e1ca09bffff,시설관리·임대,9
8930e1ca09bffff,예술·스포츠,19
8930e1ca09bffff,음식,182
8930e1ca0a3ffff,과학·기술,79
8930e1ca0a3ffff,교육,3
8930e1ca0a3ffff,보건의료,5
8930e1ca0a3ffff,부동산,7
8930e1ca0a3ffff,소매,29
8930e1ca0a3ffff,수리·개인,12
8930e1ca0a3ffff,시설관리·임대,7
8930e1ca0a3ffff,예술·스포츠,4
8930e1ca0a3ffff,음식,50
8930e1ca0a7ffff,과학·기술,49
8930e1ca0a7ffff,교육,4
8930e1ca0a7ffff,보건의료,1
8930e1ca0a7ffff,부동산,7
8930e1ca0a7ffff,소매,27
8930e1ca0a7ffff,수리·개인,8
8930e1ca0a7ffff,숙박,1
8930e1ca0a7ffff,시설관리·임대,3
8930e1ca0a7ffff,예술·스포츠,6
8930e1ca0a7ffff,음식,70
8930e1ca0abffff,과학·기술,90
8930e1ca0abffff,교육,10
8930e1ca0abffff,부동산,8
8930e1ca0abffff,소매,33
8930e1ca0abffff,수리·개인,10
8930e1ca0abffff,시설관리·임대,11
8930e1ca0abffff,예술·스포츠,2
8930e1ca0abffff,음식,27
8930e1ca0afffff,과학·기술,53
8930e1ca0afffff,교육,4
8930e1ca0afffff,보건의료,2
8930e1ca0afffff,부동산,3
8930e1ca0afffff,소매,21
8930e1ca0afffff,수리·개인,5
8930e1ca0afffff,숙박,1
8930e1ca0afffff,시설관리·임대,4
8930e1ca0afffff,예술·스포츠,1
8930e1ca0afffff,음식,29
8930e1ca0b3ffff,과학·기술,98
8930e1ca0b3ffff,교육,19
8930e1ca0b3ffff,보건의료,10
8930e1ca0b3ffff,부동산,7
8930e1ca0b3ffff,소매,37
8930e1ca0b3ffff,수리·개인,28
8930e1ca0b3ffff,숙박,1
8930e1ca0b3ffff,시설관리·임대,12
8930e1ca0b3ffff,예술·스포츠,12
8930e1ca0b3ffff,음식,56
8930e1ca0b7ffff,과학·기술,61
8930e1ca0b7ffff,교육,9
8930e1ca0b7ffff,보건의료,6
8930e1ca0b7ffff,부동산,3
8930e1ca0b7ffff,소매,36
8930e1ca0b7ffff,수리·개인,15
8930e1ca0b7ffff,숙박,1
8930e1ca0b7ffff,시설관리·임대,9
8930e1ca0b7ffff,예술·스포츠,3
8930e1ca0b7ffff,음식,32
8930e1ca0bbffff,과학·기술,161
8930e1ca0bbffff,교육,17
8930e1ca0bbffff,보건의료,5
8930e1ca0bbffff,부동산,12
8930e1ca0bbffff,소매,53
8930e1ca0bbffff,수리·개인,23
8930e1ca0bbffff,숙박,5
8930e1ca0bbffff,시설관리·임대,23
8930e1ca0bbffff,예술·스포츠,7
8930e1ca0bbffff,음식,82
8930e1ca0c3ffff,과학·기술,113
8930e1ca0c3ffff,교육,21
8930e1ca0c3ffff,보건의료,36
8930e1ca0c3ffff,부동산,19
8930e1ca0c3ffff,소매,35
8930e1ca0c3ffff,수리·개인,7
8930e1ca0c3ffff,숙박,1
8930e1ca0c3ffff,시설관리·임대,24
8930e1ca0c3ffff,예술·스포츠,4
8930e1ca0c3ffff,음식,31
8930e1ca0c7ffff,과학·기술,55
8930e1ca0c7ffff,교육,8
8930e1ca0c7ffff,보건의료,1
8930e1ca0c7ffff,부동산,7
8930e1ca0c7ffff,소매,17
8930e1ca0c7ffff,수리·개인,4
8930e1ca0c7ffff,시설관리·임대,7
8930e1ca0c7ffff,음식,7
8930e1ca0cbffff,과학·기술,89
8930e1ca0cbffff,교육,29
8930e1ca0cbffff,보건의료,75
8930e1ca0cbffff,부동산,20
8930e1ca0cbffff,소매,52
8930e1ca0cbffff,수리·개인,47
8930e1ca0cbffff,숙박,8
8930e1ca0cbffff,시설관리·임대,14
8930e1ca0cbffff,예술·스포츠,17
8930e1ca0cbffff,음식,84
8930e1ca0cfffff,과학·기술,148
8930e1ca0cfffff,교육,9
8930e1ca0cfffff,보건의료,10
8930e1ca0cfffff,부동산,20
8930e1ca0cfffff,소매,69
8930e1ca0cfffff,수리·개인,21
8930e1ca0cfffff,숙박,1
8930e1ca0cfffff,시설관리·임대,20
8930e1ca0cfffff,예술·스포츠,8
8930e1ca0cfffff,음식,79
8930e1ca0d3ffff,과학·기술,193
8930e1ca0d3ffff,교육,38
8930e1ca0d3ffff,보건의료,53
8930e1ca0d3ffff,부동산,27
8930e1ca0d3ffff,소매,39
8930e1ca0d3ffff,수리·개인,21
8930e1ca0d3ffff,숙박,4
8930e1ca0d3ffff,시설관리·임대,21
8930e1ca0d3ffff,예술·스포츠,19
8930e1ca0d3ffff,음식,94
8930e1ca0d7ffff,과학·기술,124
8930e1ca0d7ffff,교육,22
8930e1ca0d7ffff,보건의료,45
8930e1ca0d7ffff,부동산,16
8930e1ca0d7ffff,소매,39
8930e1ca0d7ffff,수리·개인,27
8930e1ca0d7ffff,숙박,5
8930e1ca0d7ffff,시설관리·임대,23
