h3_index,상권업종대분류명,store_count
8930e1c056bffff,부동산,7
8930e1c056bffff,소매,30
8930e1c056bffff,수리·개인,10
8930e1c056bffff,숙박,1
8930e1c056bffff,예술·스포츠,8
8930e1c056bffff,음식,15
8930e1c056fffff,과학·기술,2
8930e1c056fffff,교육,12
8930e1c056fffff,보건의료,1
8930e1c056fffff,부동산,3
8930e1c056fffff,소매,21
8930e1c056fffff,수리·개인,3
8930e1c056fffff,시설관리·임대,3
8930e1c056fffff,예술·스포츠,3
8930e1c056fffff,음식,6
8930e1c0573ffff,과학·기술,4
8930e1c0573ffff,교육,14
8930e1c0573ffff,보건의료,3
8930e1c0573ffff,부동산,5
8930e1c0573ffff,소매,41
8930e1c0573ffff,수리·개인,20
8930e1c0573ffff,숙박,1
8930e1c0573ffff,시설관리·임대,2
8930e1c0573ffff,예술·스포츠,6
8930e1c0573ffff,음식,71
8930e1c0577ffff,과학·기술,10
8930e1c0577ffff,교육,32
8930e1c0577ffff,보건의료,6
8930e1c0577ffff,부동산,12
8930e1c0577ffff,소매,38
8930e1c0577ffff,수리·개인,28
8930e1c0577ffff,시설관리·임대,3
8930e1c0577ffff,예술·스포츠,12
8930e1c0577ffff,음식,58
8930e1c057bffff,과학·기술,50
8930e1c057bffff,교육,12
8930e1c057bffff,보건의료,6
8930e1c057bffff,부동산,6
8930e1c057bffff,소매,50
8930e1c057bffff,수리·개인,28
8930e1c057bffff,숙박,4
8930e1c057bffff,시설관리·임대,13
8930e1c057bffff,예술·스포츠,15
8930e1c057bffff,음식,93
8930e1c0583ffff,과학·기술,11
8930e1c0583ffff,교육,19
8930e1c0583ffff,보건의료,3
8930e1c0583ffff,부동산,7
8930e1c0583ffff,소매,21
8930e1c0583ffff,수리·개인,16
8930e1c0583ffff,시설관리·임대,4
8930e1c0583ffff,예술·스포츠,7
8930e1c0583ffff,음식,17
8930e1c0587ffff,과학·기술,6
8930e1c0587ffff,교육,6
8930e1c0587ffff,부동산,1
8930e1c0587ffff,소매,6
8930e1c0587ffff,수리·개인,6
8930e1c0587ffff,시설관리·임대,1
8930e1c0587ffff,음식,18
8930e1c058bffff,교육,1
8930e1c058bffff,보건의료,1
8930e1c058bffff,부동산,1
8930e1c058bffff,소매,1
8930e1c058bffff,수리·개인,2
8930e1c058bffff,시설관리·임대,1
8930e1c058bffff,예술·스포츠,1
8930e1c058fffff,소매,1
8930e1c0593ffff,과학·기술,2
8930e1c0593ffff,교육,1
8930e1c0593ffff,보건의료,3
8930e1c0593ffff,부동산,4
8930e1c0593ffff,소매,16
8930e1c0593ffff,수리·개인,8
8930e1c0593ffff,시설관리·임대,1
8930e1c0593ffff,예술·스포츠,3
8930e1c0593ffff,음식,12
8930e1c0597ffff,과학·기술,5
8930e1c0597ffff,교육,1
8930e1c0597ffff,보건의료,3
8930e1c0597ffff,부동산,1
8930e1c0597ffff,소매,9
8930e1c0597ffff,수리·개인,10
8930e1c0597ffff,시설관리·임대,4
8930e1c0597ffff,예술·스포츠,4
8930e1c0597ffff,음식,26
8930e1c059bffff,과학·기술,1
8930e1c059bffff,교육,3
8930e1c059bffff,수리·개인,1
8930e1c059bffff,예술·스포츠,1
8930e1c059bffff,음식,4
8930e1c05b3ffff,교육,1
8930e1c05b3ffff,부동산,1
8930e1c05b3ffff,소매,4
8930e1c05b3ffff,수리·개인,2
8930e1c05b3ffff,시설관리·임대,1
8930e1c05b3ffff,음식,5
8930e1c05b7ffff,과학·기술,1
8930e1c05b7ffff,소매,3
8930e1c05b7ffff,음식,1
8930e1c05bbffff,과학·기술,16
8930e1c05bbffff,교육,2
8930e1c05bbffff,소매,10
8930e1c05bbffff,수리·개인,1
8930e1c05bbffff,시설관리·임대,3
8930e1c05bbffff,음식,4
8930e1c05c3ffff,과학·기술,1
8930e1c05c3ffff,교육,5
8930e1c05c3ffff,부동산,1
8930e1c05c3ffff,소매,1
8930e1c05c3ffff,수리·개인,3
8930e1c05c3ffff,음식,1
8930e1c05c7ffff,과학·기술,10
8930e1c05c7ffff,교육,14
8930e1c05c7ffff,보건의료,13
8930e1c05c7ffff,부동산,5
8930e1c05c7ffff,소매,28
8930e1c05c7ffff,수리·개인,16
8930e1c05c7ffff,예술·스포츠,13
8930e1c05c7ffff,음식,31
8930e1c05cbffff,교육,1
8930e1c05cbffff,음식,3
8930e1c05cfffff,과학·기술,10
8930e1c05cfffff,교육,5
8930e1c05cfffff,보건의료,2
8930e1c05cfffff,부동산,2
8930e1c05cfffff,소매,7
8930e1c05cfffff,수리·개인,8
8930e1c05cfffff,시설관리·임대,6
8930e1c05cfffff,예술·스포츠,4
8930e1c05cfffff,음식,20
8930e1c05d7ffff,과학·기술,1
8930e1c05d7ffff,교육,1
8930e1c05d7ffff,보건의료,1
8930e1c05d7ffff,부동산,1
8930e1c05d7ffff,소매,3
8930e1c05d7ffff,수리·개인,3
8930e1c05d7ffff,시설관리·임대,1
8930e1c05d7ffff,음식,3
8930e1c05dbffff,부동산,2
8930e1c05dbffff,소매,3
8930e1c05dbffff,수리·개인,1
8930e1c05dbffff,음식,3
8930e1c0603ffff,과학·기술,2
8930e1c0603ffff,수리·개인,2
8930e1c0603ffff,숙박,2
8930e1c0603ffff,음식,4
8930e1c0607ffff,과학·기술,1
8930e1c0607ffff,교육,1
8930e1c0607ffff,소매,3
8930e1c0607ffff,숙박,3
8930e1c0607ffff,음식,5
8930e1c060bffff,과학·기술,2
8930e1c060bffff,교육,4
8930e1c060bffff,소매,2
8930e1c060bffff,수리·개인,1
8930e1c060bffff,숙박,1
8930e1c060bffff,시설관리·임대,1
8930e1c060bffff,음식,4
8930e1c060fffff,과학·기술,4
8930e1c060fffff,교육,4
8930e1c060fffff,부동산,8
8930e1c060fffff,소매,12
8930e1c060fffff,수리·개인,5
8930e1c060fffff,숙박,3
8930e1c060fffff,시설관리·임대,5
8930e1c060fffff,예술·스포츠,4
8930e1c060fffff,음식,52
8930e1c0623ffff,과학·기술,3
8930e1c0623ffff,교육,7
8930e1c0623ffff,부동산,7
8930e1c0623ffff,소매,2
8930e1c0623ffff,수리·개인,6
8930e1c0623ffff,숙박,2
8930e1c0623ffff,음식,4
8930e1c0627ffff,과학·기술,8
8930e1c0627ffff,교육,2
8930e1c0627ffff,부동산,3
8930e1c0627ffff,소매,6
8930e1c0627ffff,수리·개인,6
8930e1c0627ffff,시설관리·임대,2
8930e1c0627ffff,음식,3
8930e1c062bffff,과학·기술,3
8930e1c062bffff,교육,8
8930e1c062bffff,보건의료,7
8930e1c062bffff,부동산,3
8930e1c062bffff,소매,11
8930e1c062bffff,수리·개인,7
8930e1c062bffff,음식,12
8930e1c062fffff,과학·기술,4
8930e1c062fffff,소매,4
8930e1c062fffff,수리·개인,1
8930e1c062fffff,시설관리·임대,1
8930e1c0633ffff,소매,2
8930e1c0637ffff,과학·기술,3
8930e1c0637ffff,교육,22
8930e1c0637ffff,보건의료,4
8930e1c0637ffff,부동산,10
8930e1c0637ffff,소매,23
8930e1c0637ffff,수리·개인,16
8930e1c0637ffff,숙박,3
8930e1c0637ffff,시설관리·임대,3
8930e1c0637ffff,예술·스포츠,2
8930e1c0637ffff,음식,34
8930e1c063bffff,과학·기술,1
8930e1c063bffff,교육,11
8930e1c063bffff,보건의료,4
8930e1c063bffff,부동산,6
8930e1c063bffff,소매,10
8930e1c063bffff,수리·개인,2
8930e1c063bffff,시설관리·임대,1
8930e1c063bffff,음식,6
8930e1c0643ffff,과학·기술,10
8930e1c0643ffff,교육,11
8930e1c0643ffff,보건의료,1
8930e1c0643ffff,부동산,2
8930e1c0643ffff,소매,56
8930e1c0643ffff,수리·개인,22
8930e1c0643ffff,숙박,12
8930e1c0643ffff,시설관리·임대,4
8930e1c0643ffff,예술·스포츠,35
8930e1c0643ffff,음식,246
8930e1c0647ffff,과학·기술,12
8930e1c0647ffff,교육,5
8930e1c0647ffff,소매,26
8930e1c0647ffff,수리·개인,1
8930e1c0647ffff,숙박,3
8930e1c0647ffff,시설관리·임대,10
8930e1c0647ffff,예술·스포츠,1
8930e1c0647ffff,음식,4
8930e1c064bffff,과학·기술,3
8930e1c064bffff,교육,5
8930e1c064bffff,부동산,2
8930e1c064bffff,소매,18
8930e1c064bffff,수리·개인,10
8930e1c064bffff,숙박,3
8930e1c064bffff,시설관리·임대,2
8930e1c064bffff,예술·스포츠,5
8930e1c064bffff,음식,29
8930e1c064fffff,과학·기술,12
8930e1c064fffff,교육,13
8930e1c064fffff,보건의료,9
8930e1c064fffff,부동산,16
8930e1c064fffff,소매,58
8930e1c064fffff,수리·개인,28
8930e1c064fffff,숙박,3
8930e1c064fffff,시설관리·임대,4
8930e1c064fffff,예술·스포츠,13
8930e1c064fffff,음식,111
8930e1c0653ffff,과학·기술,1
8930e1c0653ffff,교육,2
8930e1c0653ffff,소매,1
8930e1c0653ffff,시설관리·임대,2
8930e1c0657ffff,과학·기술,1
8930e1c0657ffff,보건의료,1
8930e1c0657ffff,음식,1
8930e1c065bffff,과학·기술,5
8930e1c065bffff,교육,4
8930e1c065bffff,부동산,1
8930e1c065bffff,소매,17
8930e1c065bffff,수리·개인,6
8930e1c065bffff,숙박,7
8930e1c065bffff,시설관리·임대,2
8930e1c065bffff,예술·스포츠,2
8930e1c065bffff,음식,36
8930e1c0663ffff,과학·기술,6
8930e1c0663ffff,교육,8
8930e1c0663ffff,보건의료,3
8930e1c0663ffff,부동산,5
8930e1c0663ffff,소매,13
8930e1c0663ffff,수리·개인,13
8930e1c0663ffff,숙박,9
8930e1c0663ffff,시설관리·임대,1
8930e1c0663ffff,예술·스포츠,2
8930e1c0663ffff,음식,13
8930e1c0667ffff,과학·기술,14
8930e1c0667ffff,교육,7
8930e1c0667ffff,보건의료,12
8930e1c0667ffff,부동산,16
8930e1c0667ffff,소매,37
8930e1c0667ffff,수리·개인,28
8930e1c0667ffff,시설관리·임대,1
8930e1c0667ffff,예술·스포츠,11
8930e1c0667ffff,음식,62
8930e1c066bffff,과학·기술,8
8930e1c066bffff,교육,4
8930e1c066bffff,보건의료,1
8930e1c066bffff,부동산,5
8930e1c066bffff,소매,20
8930e1c066bffff,수리·개인,9
8930e1c066bffff,숙박,7
8930e1c066bffff,시설관리·임대,5
8930e1c066bffff,예술·스포츠,5
8930e1c066bffff,음식,19
8930e1c066fffff,과학·기술,2
8930e1c066fffff,교육,3
8930e1c066fffff,보건의료,3
8930e1c066fffff,부동산,3
8930e1c066fffff,소매,4
8930e1c066fffff,수리·개인,9
8930e1c066fffff,시설관리·임대,3
8930e1c066fffff,예술·스포츠,1
8930e1c066fffff,음식,17
8930e1c0673ffff,과학·기술,3
8930e1c0673ffff,교육,12
8930e1c0673ffff,부동산,3
8930e1c0673ffff,소매,12
8930e1c0673ffff,수리·개인,6
8930e1c0673ffff,숙박,4
8930e1c0673ffff,시설관리·임대,1
8930e1c0673ffff,예술·스포츠,4
8930e1c0673ffff,음식,22
8930e1c0677ffff,과학·기술,9
8930e1c0677ffff,교육,8
8930e1c0677ffff,보건의료,16
8930e1c0677ffff,부동산,13
8930e1c0677ffff,소매,34
8930e1c0677ffff,수리·개인,16
8930e1c0677ffff,시설관리·임대,4
8930e1c0677ffff,예술·스포츠,14
8930e1c0677ffff,음식,129
8930e1c067bffff,과학·기술,5
8930e1c067bffff,교육,15
8930e1c067bffff,보건의료,1
8930e1c067bffff,부동산,12
8930e1c067bffff,소매,23
8930e1c067bffff,수리·개인,19
8930e1c067bffff,숙박,7
8930e1c067bffff,시설관리·임대,4
8930e1c067bffff,예술·스포츠,3
8930e1c067bffff,음식,49
8930e1c0683ffff,과학·기술,5
8930e1c0683ffff,교육,3
8930e1c0683ffff,부동산,1
8930e1c0683ffff,소매,17
8930e1c0683ffff,수리·개인,15
8930e1c0683ffff,시설관리·임대,7
8930e1c0683ffff,예술·스포츠,1
8930e1c0683ffff,음식,7
8930e1c0687ffff,과학·기술,7
8930e1c0687ffff,교육,6
8930e1c0687ffff,보건의료,1
8930e1c0687ffff,부동산,3
8930e1c0687ffff,소매,7
8930e1c0687ffff,수리·개인,4
8930e1c0687ffff,시설관리·임대,1
8930e1c0687ffff,음식,5
8930e1c068bffff,과학·기술,1
8930e1c068fffff,과학·기술,2
8930e1c0693ffff,과학·기술,2
8930e1c0693ffff,교육,8
8930e1c0693ffff,보건의료,1
8930e1c0693ffff,부동산,3
8930e1c0693ffff,소매,12
8930e1c0693ffff,수리·개인,14
8930e1c0693ffff,숙박,1
8930e1c0693ffff,시설관리·임대,1
8930e1c0693ffff,예술·스포츠,1
8930e1c0693ffff,음식,7
8930e1c0697ffff,과학·기술,7
8930e1c0697ffff,교육,3
8930e1c0697ffff,보건의료,2
8930e1c0697ffff,부동산,5
8930e1c0697ffff,소매,25
8930e1c0697ffff,수리·개인,19
8930e1c0697ffff,숙박,1
8930e1c0697ffff,시설관리·임대,1
8930e1c0697ffff,예술·스포츠,1
8930e1c0697ffff,음식,27
8930e1c069bffff,교육,1
8930e1c069bffff,소매,1
8930e1c069bffff,수리·개인,2
8930e1c069bffff,시설관리·임대,1
8930e1c06a3ffff,과학·기술,6
8930e1c06a3ffff,교육,2
8930e1c06a3ffff,소매,6
8930e1c06a3ffff,수리·개인,5
8930e1c06a3ffff,시설관리·임대,1
8930e1c06a3ffff,음식,6
8930e1c06a7ffff,과학·기술,12
8930e1c06a7ffff,교육,7
8930e1c06a7ffff,보건의료,7
8930e1c06a7ffff,부동산,11
8930e1c06a7ffff,소매,41
8930e1c06a7ffff,수리·개인,26
8930e1c06a7ffff,숙박,6
8930e1c06a7ffff,시설관리·임대,1
8930e1c06a7ffff,예술·스포츠,4
8930e1c06a7ffff,음식,40
8930e1c06afffff,과학·기술,5
8930e1c06afffff,교육,2
8930e1c06afffff,부동산,4
8930e1c06afffff,소매,17
8930e1c06afffff,수리·개인,15
8930e1c06afffff,숙박,1
8930e1c06afffff,시설관리·임대,1
8930e1c06afffff,예술·스포츠,1
8930e1c06afffff,음식,29
8930e1c06b3ffff,과학·기술,3
8930e1c06b3ffff,교육,1
8930e1c06b3ffff,부동산,4
8930e1c06b3ffff,소매,7
8930e1c06b3ffff,수리·개인,8
8930e1c06b3ffff,음식,16
8930e1c06b7ffff,과학·기술,9
8930e1c06b7ffff,교육,13
8930e1c06b7ffff,보건의료,15
8930e1c06b7ffff,부동산,8
8930e1c06b7ffff,소매,46
8930e1c06b7ffff,수리·개인,25
8930e1c06b7ffff,숙박,2
8930e1c06b7ffff,시설관리·임대,2
8930e1c06b7ffff,예술·스포츠,16
8930e1c06b7ffff,음식,60
8930e1c06d3ffff,과학·기술,3
8930e1c06d3ffff,소매,3
8930e1c06d3ffff,수리·개인,3
8930e1c06d3ffff,시설관리·임대,1
8930e1c06d3ffff,음식,4
8930e1c0c43ffff,교육,5
8930e1c0c43ffff,보건의료,1
8930e1c0c43ffff,부동산,2
8930e1c0c43ffff,소매,4
8930e1c0c43ffff,수리·개인,2
8930e1c0c4bffff,소매,1
8930e1c0c4fffff,과학·기술,76
8930e1c0c4fffff,교육,5
8930e1c0c4fffff,부동산,3
8930e1c0c4fffff,소매,7
8930e1c0c4fffff,수리·개인,1
8930e1c0c4fffff,시설관리·임대,11
8930e1c0c4fffff,음식,6
8930e1c0c53ffff,부동산,1
8930e1c0c53ffff,소매,2
8930e1c0c53ffff,수리·개인,1
8930e1c0c53ffff,음식,2
8930e1c0c57ffff,예술·스포츠,2
8930e1c0c57ffff,음식,2
8930e1c0c5bffff,과학·기술,1
8930e1c0ccbffff,과학·기술,1
8930e1c0ccbffff,소매,2
8930e1c0ccbffff,수리·개인,6
8930e1c0ccbffff,음식,5
8930e1c0ccfffff,교육,11
8930e1c0ccfffff,보건의료,1
8930e1c0ccfffff,소매,1
8930e1c0ccfffff,수리·개인,1
8930e1c0ccfffff,시설관리·임대,1
8930e1c0ccfffff,예술·스포츠,4
8930e1c0ccfffff,음식,2
8930e1c0e03ffff,과학·기술,2
8930e1c0e03ffff,소매,2
8930e1c0e03ffff,수리·개인,1
8930e1c0e0bffff,보건의료,1
8930e1c0e13ffff,과학·기술,2
8930e1c0e13ffff,교육,1
8930e1c0e13ffff,보건의료,1
8930e1c0e13ffff,소매,2
8930e1c0e13ffff,수리·개인,2
8930e1c0e13ffff,시설관리·임대,1
8930e1c0e13ffff,음식,5
8930e1c0e17ffff,숙박,1
8930e1c0e17ffff,음식,1
8930e1c0e1bffff,과학·기술,7
8930e1c0e1bffff,교육,11
8930e1c0e1bffff,보건의료,2
8930e1c0e1bffff,부동산,8
8930e1c0e1bffff,소매,30
8930e1c0e1bffff,수리·개인,15
8930e1c0e1bffff,시설관리·임대,2
8930e1c0e1bffff,예술·스포츠,4
8930e1c0e1bffff,음식,30
8930e1c0e33ffff,시설관리·임대,1
8930e1c0e53ffff,과학·기술,2
8930e1c0e53ffff,교육,4
8930e1c0e53ffff,소매,3
8930e1c0e53ffff,수리·개인,1
8930e1c0e53ffff,시설관리·임대,1
8930e1c0e53ffff,음식,1
8930e1c0e5bffff,과학·기술,1
8930e1c0e5bffff,교육,1
8930e1c0e5bffff,소매,1
8930e1c0e5bffff,시설관리·임대,1
8930e1c0e5bffff,예술·스포츠,1
8930e1c0e5bffff,음식,1
8930e1c0e77ffff,음식,1
8930e1c0e83ffff,과학·기술,2
8930e1c0e83ffff,교육,1
8930e1c0e83ffff,보건의료,1
8930e1c0e83ffff,소매,5
8930e1c0e83ffff,수리·개인,7
8930e1c0e83ffff,음식,4
8930e1c0e87ffff,과학·기술,1
8930e1c0e87ffff,부동산,2
8930e1c0e8bffff,교육,17
8930e1c0e8bffff,보건의료,3
8930e1c0e8bffff,부동산,4
8930e1c0e8bffff,소매,12
8930e1c0e8bffff,수리·개인,4
8930e1c0e8bffff,예술·스포츠,3
8930e1c0e8bffff,음식,17
8930e1c0e8fffff,과학·기술,1
8930e1c0e8fffff,교육,6
8930e1c0e8fffff,보건의료,3
8930e1c0e8fffff,부동산,1
8930e1c0e8fffff,소매,7
8930e1c0e8fffff,수리·개인,6
8930e1c0e8fffff,예술·스포츠,1
8930e1c0e8fffff,음식,11
8930e1c0e93ffff,과학·기술,1
8930e1c0e93ffff,교육,7
8930e1c0e93ffff,보건의료,1
8930e1c0e93ffff,부동산,4
8930e1c0e93ffff,소매,13
8930e1c0e93ffff,수리·개인,10
8930e1c0e93ffff,시설관리·임대,1
8930e1c0e93ffff,음식,39
8930e1c0e97ffff,과학·기술,2
8930e1c0e97ffff,소매,1
8930e1c0e97ffff,수리·개인,1
8930e1c0e97ffff,시설관리·임대,1
8930e1c0e97ffff,음식,1
8930e1c0e9bffff,수리·개인,1
8930e1c0ea3ffff,부동산,1
8930e1c0ea3ffff,소매,1
8930e1c0eabffff,음식,1
8930e1c0eb3ffff,음식,1
8930e1c0eb7ffff,과학·기술,9
8930e1c0eb7ffff,교육,1
8930e1c0eb7ffff,소매,5
8930e1c0eb7ffff,수리·개인,1
8930e1c0eb7ffff,음식,2
8930e1c0ebbffff,과학·기술,2
8930e1c0ec3ffff,과학·기술,12
8930e1c0ec3ffff,교육,6
8930e1c0ec3ffff,부동산,2
8930e1c0ec3ffff,소매,21
8930e1c0ec3ffff,수리·개인,25
8930e1c0ec3ffff,시설관리·임대,4
8930e1c0ec3ffff,예술·스포츠,1
8930e1c0ec3ffff,음식,23
8930e1c0ecbffff,과학·기술,8
8930e1c0ecbffff,교육,6
8930e1c0ecbffff,보건의료,2
8930e1c0ecbffff,부동산,5
8930e1c0ecbffff,소매,29
8930e1c0ecbffff,수리·개인,12
8930e1c0ecbffff,숙박,2
8930e1c0ecbffff,시설관리·임대,2
8930e1c0ecbffff,예술·스포츠,6
8930e1c0ecbffff,음식,28
8930e1c0ecfffff,과학·기술,7
8930e1c0ecfffff,교육,4
8930e1c0ecfffff,보건의료,7
8930e1c0ecfffff,부동산,6
8930e1c0ecfffff,소매,34
8930e1c0ecfffff,수리·개인,17
8930e1c0ecfffff,숙박,3
8930e1c0ecfffff,시설관리·임대,8
8930e1c0ecfffff,예술·스포츠,5
8930e1c0ecfffff,음식,29
8930e1c0ed3ffff,과학·기술,3
8930e1c0ed3ffff,교육,6
8930e1c0ed3ffff,부동산,4
8930e1c0ed3ffff,소매,8
8930e1c0ed3ffff,수리·개인,8
8930e1c0ed3ffff,음식,12
8930e1c0ed7ffff,과학·기술,1
8930e1c0ed7ffff,교육,1
8930e1c0ed7ffff,소매,1
8930e1c0ed7ffff,수리·개인,1
8930e1c0ed7ffff,시설관리·임대,1
8930e1c0ed7ffff,음식,1
8930e1c0edbffff,과학·기술,4
8930e1c0edbffff,교육,2
8930e1c0edbffff,보건의료,3
8930e1c0edbffff,부동산,1
8930e1c0edbffff,소매,13
8930e1c0edbffff,수리·개인,11
8930e1c0edbffff,숙박,2
8930e1c0edbffff,시설관리·임대,2
8930e1c0edbffff,예술·스포츠,12
8930e1c0edbffff,음식,41
8930e1c1003ffff,과학·기술,1
8930e1c1003ffff,교육,1
8930e1c1003ffff,보건의료,1
8930e1c1007ffff,과학·기술,9
8930e1c1007ffff,교육,4
8930e1c1007ffff,보건의료,1
8930e1c1007ffff,부동산,2
8930e1c1007ffff,소매,15
8930e1c1007ffff,수리·개인,5
8930e1c1007ffff,음식,4
8930e1c100fffff,소매,1
8930e1c100fffff,음식,1
8930e1c1013ffff,과학·기술,1
8930e1c1013ffff,소매,2
8930e1c1013ffff,수리·개인,1
8930e1c1013ffff,시설관리·임대,1
8930e1c1013ffff,예술·스포츠,1
8930e1c1013ffff,음식,8
8930e1c1017ffff,과학·기술,7
8930e1c1017ffff,교육,6
8930e1c1017ffff,보건의료,4
8930e1c1017ffff,부동산,7
8930e1c1017ffff,소매,33
8930e1c1017ffff,수리·개인,11
8930e1c1017ffff,시설관리·임대,9
8930e1c1017ffff,예술·스포츠,6
8930e1c1017ffff,음식,55
8930e1c101bffff,교육,2
8930e1c101bffff,부동산,1
8930e1c101bffff,소매,4
8930e1c101bffff,시설관리·임대,1
8930e1c101bffff,음식,2
8930e1c1023ffff,과학·기술,10
8930e1c1023ffff,부동산,1
8930e1c1023ffff,소매,12
8930e1c1023ffff,수리·개인,9
8930e1c1023ffff,숙박,4
8930e1c1023ffff,시설관리·임대,7
8930e1c1023ffff,예술·스포츠,1
8930e1c1023ffff,음식,3
8930e1c1027ffff,과학·기술,33
8930e1c1027ffff,교육,3
8930e1c1027ffff,보건의료,1
8930e1c1027ffff,부동산,5
8930e1c1027ffff,소매,51
8930e1c1027ffff,수리·개인,25
8930e1c1027ffff,숙박,8
8930e1c1027ffff,시설관리·임대,10
8930e1c1027ffff,예술·스포츠,1
8930e1c1027ffff,음식,21
8930e1c102fffff,소매,1
8930e1c102fffff,음식,1
8930e1c1033ffff,과학·기술,3
8930e1c1033ffff,교육,1
8930e1c1033ffff,소매,10
8930e1c1033ffff,수리·개인,8
8930e1c1033ffff,숙박,1
8930e1c1033ffff,예술·스포츠,1
8930e1c1033ffff,음식,7
8930e1c1037ffff,과학·기술,16
8930e1c1037ffff,교육,2
8930e1c1037ffff,보건의료,2
8930e1c1037ffff,부동산,5
8930e1c1037ffff,소매,46
8930e1c1037ffff,수리·개인,24
8930e1c1037ffff,숙박,2
8930e1c1037ffff,시설관리·임대,4
8930e1c1037ffff,음식,12
8930e1c103bffff,과학·기술,7
8930e1c103bffff,교육,1
8930e1c103bffff,시설관리·임대,1
8930e1c103bffff,예술·스포츠,2
8930e1c103bffff,음식,4
8930e1c104bffff,과학·기술,32
8930e1c104bffff,교육,15
8930e1c104bffff,부동산,6
8930e1c104bffff,소매,35
8930e1c104bffff,수리·개인,28
8930e1c104bffff,숙박,1
8930e1c104bffff,시설관리·임대,3
8930e1c104bffff,예술·스포츠,7
8930e1c104bffff,음식,37
8930e1c104fffff,과학·기술,64
8930e1c104fffff,교육,3
8930e1c104fffff,부동산,1
8930e1c104fffff,소매,13
8930e1c104fffff,수리·개인,4
8930e1c104fffff,시설관리·임대,7
8930e1c104fffff,예술·스포츠,1
8930e1c104fffff,음식,7
8930e1c1053ffff,과학·기술,22
8930e1c1053ffff,교육,6
8930e1c1053ffff,보건의료,1
8930e1c1053ffff,소매,26
8930e1c1053ffff,수리·개인,1
8930e1c1053ffff,숙박,1
8930e1c1053ffff,시설관리·임대,6
8930e1c1053ffff,예술·스포츠,1
8930e1c1053ffff,음식,20
8930e1c105bffff,과학·기술,44
8930e1c105bffff,부동산,3
8930e1c105bffff,소매,14
8930e1c105bffff,수리·개인,2
8930e1c105bffff,시설관리·임대,5
8930e1c105bffff,음식,7
8930e1c1063ffff,수리·개인,1
8930e1c106bffff,과학·기술,3
8930e1c106bffff,음식,1
8930e1c106fffff,수리·개인,1
8930e1c1077ffff,수리·개인,1
8930e1c1083ffff,시설관리·임대,1
8930e1c1083ffff,음식,1
8930e1c1087ffff,과학·기술,1
8930e1c1087ffff,소매,1
8930e1c1087ffff,수리·개인,1
8930e1c1087ffff,시설관리·임대,1
8930e1c108bffff,과학·기술,3
8930e1c108bffff,교육,3
8930e1c108bffff,부동산,1
8930e1c108bffff,소매,3
8930e1c108bffff,수리·개인,4
8930e1c108bffff,숙박,1
8930e1c108bffff,시설관리·임대,1
8930e1c108fffff,과학·기술,1
8930e1c108fffff,교육,1
8930e1c108fffff,수리·개인,1
8930e1c108fffff,음식,1
8930e1c1093ffff,과학·기술,10
8930e1c1093ffff,교육,5
8930e1c1093ffff,보건의료,1
8930e1c1093ffff,부동산,5
8930e1c1093ffff,소매,16
8930e1c1093ffff,수리·개인,9
8930e1c1093ffff,시설관리·임대,8
8930e1c1093ffff,예술·스포츠,3
8930e1c1093ffff,음식,16
8930e1c1097ffff,보건의료,1
8930e1c1097ffff,부동산,1
8930e1c1097ffff,소매,2
8930e1c1097ffff,수리·개인,1
8930e1c1097ffff,음식,3
8930e1c109bffff,과학·기술,7
8930e1c109bffff,교육,3
8930e1c109bffff,보건의료,1
8930e1c109bffff,부동산,7
8930e1c109bffff,소매,16
8930e1c109bffff,수리·개인,7
8930e1c109bffff,시설관리·임대,7
8930e1c109bffff,예술·스포츠,3
8930e1c109bffff,음식,11
8930e1c10a3ffff,과학·기술,13
8930e1c10a3ffff,교육,6
8930e1c10a3ffff,보건의료,20
8930e1c10a3ffff,부동산,4
8930e1c10a3ffff,소매,40
8930e1c10a3ffff,수리·개인,33
8930e1c10a3ffff,숙박,2
8930e1c10a3ffff,시설관리·임대,5
8930e1c10a3ffff,예술·스포츠,15
8930e1c10a3ffff,음식,37
8930e1c10a7ffff,과학·기술,8
8930e1c10a7ffff,교육,18
8930e1c10a7ffff,보건의료,10
8930e1c10a7ffff,부동산,13
8930e1c10a7ffff,소매,48
8930e1c10a7ffff,수리·개인,27
8930e1c10a7ffff,숙박,3
8930e1c10a7ffff,시설관리·임대,5
8930e1c10a7ffff,예술·스포츠,10
8930e1c10a7ffff,음식,64
8930e1c10abffff,과학·기술,12
8930e1c10abffff,교육,3
8930e1c10abffff,보건의료,13
8930e1c10abffff,부동산,2
8930e1c10abffff,소매,35
8930e1c10abffff,수리·개인,9
8930e1c10abffff,시설관리·임대,9
8930e1c10abffff,예술·스포츠,11
8930e1c10abffff,음식,65
8930e1c10afffff,과학·기술,20
8930e1c10afffff,교육,4
8930e1c10afffff,부동산,9
8930e1c10afffff,소매,78
8930e1c10afffff,수리·개인,8
8930e1c10afffff,시설관리·임대,10
8930e1c10afffff,예술·스포츠,2
8930e1c10afffff,음식,15
8930e1c10b3ffff,과학·기술,12
8930e1c10b3ffff,교육,10
8930e1c10b3ffff,보건의료,9
8930e1c10b3ffff,부동산,4
8930e1c10b3ffff,소매,44
8930e1c10b3ffff,수리·개인,9
8930e1c10b3ffff,시설관리·임대,12
8930e1c10b3ffff,예술·스포츠,6
