h3_index,CSV_ADMI_CD,ADM_NM,GU_NM,avg_total_pop,daytime_pop,evening_pop,night_pop,peak_hour,peak_hour_pop,young_active_pop,h3_cells_in_dong,estimated_h3_pop,estimated_h3_daytime_pop,estimated_h3_evening_pop,estimated_h3_night_pop,pop_density_index,daytime_pop_index,evening_pop_index,night_pop_index,young_active_pop_index
8930e1c246bffff,11320681,쌍문4동,도봉구,12121.117299024334,11128.528862086776,12253.24172318641,13007.796184415583,1,13126.04516556474,4219.757217286501,7,1731.59,1589.79,1750.46,1858.26,0.243425,0.192502,0.290217,0.287078,0.14909
8930e1c2467ffff,11320681,쌍문4동,도봉구,12121.117299024334,11128.528862086776,12253.24172318641,13007.796184415583,1,13126.04516556474,4219.757217286501,7,1731.59,1589.79,1750.46,1858.26,0.243425,0.192502,0.290217,0.287078,0.14909
8930e1c2573ffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c256bffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c257bffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c2563ffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c2547ffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c255bffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c254fffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c2557ffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c256fffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c2577ffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c250bffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c2543ffff,11320690,방학1동,도봉구,24072.18984038108,24755.29768305785,25607.86396349862,22314.921996064542,19,26860.033907713496,9505.152210663453,12,2006.02,2062.94,2133.99,1859.58,0.282005,0.249794,0.353805,0.287282,0.195901
8930e1c24a3ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c24afffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c25d3ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c25c3ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c2437ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c25cfffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c25dbffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c2427ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c24b7ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c25cbffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c25d7ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c2553ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c24a7ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c2423ffff,11320700,방학2동,도봉구,10106.762937465564,9090.246194455922,10502.275946235079,11106.071370011807,3,11268.674237465564,3604.6711722337004,14,721.91,649.3,750.16,793.29,0.101485,0.078621,0.124373,0.122553,0.063679
8930e1c2483ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2407ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c241bffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c24abffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c242fffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2443ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2457ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2403ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2417ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c242bffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c24bbffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c24cfffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2453ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c247bffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c248fffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2413ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c243bffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c244fffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2477ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c24d7ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c248bffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2447ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c240fffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c24b3ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c24c7ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2473ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2487ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c240bffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2433ffff,11320710,방학3동,도봉구,19041.07597493113,15324.95827520661,19171.702283333332,23283.711172609208,3,23656.32581680441,6497.921504166668,29,656.59,528.45,661.09,802.89,0.092303,0.063988,0.109605,0.124036,0.055416
8930e1c2067ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c20cfffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c202bffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c203bffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c2057ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c201bffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c2047ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c200bffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c2073ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c2063ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c2053ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c206fffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c207bffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c2003ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c206bffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c200fffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c2077ffff,11320511,창1동,도봉구,19679.768854109276,18297.094693285122,20113.997822268135,20906.801994529716,5,21079.687788429754,8099.408183861341,17,1157.63,1076.3,1183.18,1229.81,0.162739,0.130325,0.196165,0.18999,0.117832
8930e1c262fffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c2043ffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c204fffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c2287ffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c204bffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c2297ffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c2283ffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c205bffff,11320512,창2동,도봉구,30464.44893553719,25020.242398932507,31233.027137236,36550.3470969697,23,37761.461121487606,13568.770521016988,8,3808.06,3127.53,3904.13,4568.79,0.535334,0.378702,0.647285,0.70582,0.419477
8930e1c22a3ffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c22b3ffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c2207ffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c2217ffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c22abffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c22bbffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c22b7ffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c22a7ffff,11320513,창3동,도봉구,10424.65033305785,9313.818497038568,10871.405830716254,11446.87160909091,3,11656.315175757576,3948.950936007805,8,1303.08,1164.23,1358.93,1430.86,0.183186,0.140973,0.225304,0.22105,0.122081
8930e1c21cbffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c202fffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c2397ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c2393ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c2383ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c238bffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c2023ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c2037ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c20afffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c21dbffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c20a7ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c21d3ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c21c3ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c2027ffff,11320514,창4동,도봉구,27389.69933204775,26154.605723415978,26978.783690679524,28873.94805639512,5,29066.72713250689,11023.637108390727,14,1956.41,1868.19,1927.06,2062.42,0.27503,0.226213,0.319497,0.318618,0.19474
8930e1c20abffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c20a3ffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c2017ffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c2013ffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c2033ffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c20bbffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c20b7ffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c20b3ffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1c2007ffff,11320515,창5동,도봉구,17050.419172635444,16886.370159400827,18398.302239348024,16248.131024478553,19,19124.152142424242,7097.468844065656,9,1894.49,1876.26,2044.26,1805.35,0.266326,0.22719,0.338928,0.278904,0.195038
8930e1d0b0bffff,11320521,도봉1동,도봉구,16999.928964485767,16797.883262844352,16404.774608264463,17645.912011452187,4,17936.88175399449,5875.322504304408,114,149.12,147.35,143.9,154.79,0.020963,0.017842,0.023858,0.023913,0.012746
8930e1d0b0fffff,11320521,도봉1동,도봉구,16999.928964485767,16797.883262844352,16404.774608264463,17645.912011452187,4,17936.88175399449,5875.322504304408,114,149.12,147.35,143.9,154.79,0.020963,0.017842,0.023858,0.023913,0.012746
